Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-85.681,0
-0.09,-84.602,0
-0.08,-83.438,0
-0.07,-82.173,0
-0.06,-80.79,0
-0.05,-79.267,0
-0.04,-77.581,0
-0.03,-75.706,0
-0.02,-73.622,0
-0.01,-71.325,0
-0.0,-68.846,0
0.01,-66.251,0
0.02,-63.606,0
0.03,-60.946,0
0.04,-58.287,0
0.05,-55.672,0
0.06,-53.257,0
0.07,-51.233,0
0.08,-56.499,42
0.09,-56.489,49
0.1,-56.002,54
0.11,-55.112,59
0.12,-54.571,63
0.13,-54.234,67
0.14,-53.884,70
0.15,-53.451,74
0.16,-53.336,77
0.17,-52.356,80
0.18,-51.409,83
0.19,-50.849,85
0.2,-50.078,88
0.21,-49.73,90
0.22,-49.39,92
0.23,-48.644,94
0.24,-47.825,96
0.25,-46.746,98
0.26,-46.996,100
0.27,-45.652,101
0.28,-45.186,102
0.29,-44.67,104
0.3,-44.135,105
0.31,-42.791,105
0.32,-42.47,106
0.33,-41.226,106
0.34,-40.415,106
0.35,-40.12,106
0.36,-38.581,104
0.37,-37.268,14
0.38,-37.06,10
0.39,-36.856,8
0.4,-36.656,7
0.41,-36.459,6
0.42,-36.266,5
0.43,-36.076,5
0.44,-35.89,4
0.45,-35.706,4
0.46,-35.525,4
0.47,-35.347,3
0.48,-35.171,3
0.49,-34.997,3
