gna_opt,gkht_opt,gklt_opt,gh_opt,gka_opt,cam,kam,cbm,kbm,cah,kah,cbh,kbh,opt_stim,rest,peak,amp,threshold,latency,width,AHP
310.97,26.16,11.66,3.97,163.74,76.40,0.037,6.93,-0.043,0.00053,-0.0909,0.79,0.069,0.11,-74.85386775019074,23.875498845526742,61.430995724106126,-37.55549687857938,15.939999999999705,292.7,-76.42395231373392
