Parameter,Global_fit,Local_fit,Change
gna,210.95728264506545,210.95728264506545,0.0
gkht,171.03467784167873,171.03467784167873,0.0
gklt,13.285139366407558,13.285139366407558,0.0
gh,23.755334125598225,23.755334125598225,0.0
gka,90.10082892686135,90.10082892686135,0.0
gleak,2.502579370091358,2.502579370091358,0.0
stim_amp,0.10994774110045363,0.10994774110045363,0.0
cam,68.80736049470683,68.80736049470683,0.0
kam,0.04795146907103096,0.04795146907103096,0.0
cbm,5.21804051571071,5.21804051571071,0.0
kbm,-0.034005451896979205,-0.034005451896979205,0.0
