Time (ms),Signal (nA)
1.8000000000000003,0.0024188335685448887
1.8200000000000003,0.0024188335685448887
1.84,0.003965006905635714
1.86,0.008603526916908194
1.8800000000000001,0.010149700253999023
1.9000000000000001,0.014788220265271502
1.9200000000000004,0.013242046928180677
1.9400000000000002,0.013242046928180677
1.9600000000000004,0.008603526916908194
1.98,0.005511180242726543
2.0,0.003965006905635714
2.02,-0.0022196864427275944
2.04,-0.0037658597798184198
2.06,-0.0068582064540000705
2.08,-0.005312033116909245
2.1,-0.005312033116909245
2.1200000000000006,-0.005312033116909245
2.14,-0.0037658597798184198
2.16,0.0008726602314540632
2.18,0.0024188335685448887
2.2,0.0008726602314540632
2.22,0.003965006905635714
2.24,0.007057353579817368
2.2600000000000002,0.005511180242726543
2.2800000000000002,0.003965006905635714
2.3000000000000003,0.005511180242726543
2.32,0.0024188335685448887
2.34,0.005511180242726543
2.3600000000000003,0.003965006905635714
2.3800000000000003,0.0024188335685448887
2.4000000000000004,0.0024188335685448887
2.4200000000000004,-0.0037658597798184198
2.4400000000000004,-0.0022196864427275944
2.4600000000000004,-0.0022196864427275944
2.48,-0.0006735131056367688
2.5,0.003965006905635714
2.52,0.008603526916908194
2.54,0.013242046928180677
2.56,0.014788220265271502
2.58,0.01942674027654398
2.6000000000000005,0.01942674027654398
2.6200000000000006,0.014788220265271502
2.6400000000000006,0.02097291361363481
2.66,0.017880566939453155
2.68,0.013242046928180677
2.7,0.013242046928180677
2.72,0.011695873591089848
2.74,0.007057353579817368
2.7600000000000002,0.0024188335685448887
2.7800000000000002,-0.005312033116909245
2.8000000000000003,-0.005312033116909245
2.82,-0.005312033116909245
2.84,-0.005312033116909245
2.8600000000000003,-0.0037658597798184198
2.8800000000000003,-0.0037658597798184198
2.9000000000000004,-0.0037658597798184198
2.9200000000000004,-0.008404379791090903
2.9400000000000004,-0.0068582064540000705
2.9600000000000004,-0.0006735131056367688
2.9800000000000004,-0.0022196864427275944
3.0,0.0024188335685448887
3.02,-0.0006735131056367688
3.04,-0.0037658597798184198
3.06,-0.0037658597798184198
3.08,-0.0068582064540000705
3.1000000000000005,-0.0068582064540000705
3.1200000000000006,-0.0068582064540000705
3.1400000000000006,-0.008404379791090903
3.16,-0.0068582064540000705
3.18,-0.0068582064540000705
3.2,-0.0022196864427275944
3.22,-0.0037658597798184198
3.24,0.0008726602314540632
3.2600000000000002,-0.0037658597798184198
3.2800000000000002,-0.005312033116909245
3.3000000000000003,-0.0068582064540000705
3.3200000000000003,-0.009950553128181728
3.3400000000000003,-0.008404379791090903
3.3600000000000003,-0.008404379791090903
3.3800000000000003,-0.0068582064540000705
3.4000000000000004,-0.0037658597798184198
3.4200000000000004,-0.0022196864427275944
3.4400000000000004,0.003965006905635714
3.4600000000000004,-0.0022196864427275944
3.4800000000000004,0.003965006905635714
3.5,-0.0006735131056367688
3.52,-0.0022196864427275944
3.54,-0.0037658597798184198
3.56,-0.013042899802363379
3.58,-0.011496726465272554
3.6000000000000005,-0.013042899802363379
3.6200000000000006,-0.009950553128181728
3.6400000000000006,-0.008404379791090903
3.6600000000000006,-0.008404379791090903
3.68,-0.0022196864427275944
3.7,0.005511180242726543
3.72,0.008603526916908194
3.74,0.007057353579817368
3.7600000000000002,0.003965006905635714
3.7800000000000002,0.0024188335685448887
3.8000000000000003,-0.0068582064540000705
3.8200000000000003,-0.005312033116909245
3.8400000000000007,-0.008404379791090903
3.8600000000000003,-0.0068582064540000705
3.8800000000000003,-0.0006735131056367688
3.9000000000000004,0.003965006905635714
3.920000000000001,0.008603526916908194
3.94,0.013242046928180677
3.96,0.011695873591089848
3.98,0.013242046928180677
4.0,0.01633439360236233
4.0200000000000005,0.017880566939453155
4.04,0.017880566939453155
4.0600000000000005,0.02097291361363481
4.08,0.02097291361363481
4.1000000000000005,0.017880566939453155
4.12,0.01633439360236233
4.140000000000001,0.013242046928180677
4.16,0.014788220265271502
4.180000000000001,0.010149700253999023
4.2,0.007057353579817368
4.220000000000001,0.005511180242726543
4.240000000000001,-0.0022196864427275944
4.260000000000001,-0.0022196864427275944
4.28,-0.005312033116909245
4.3,-0.0037658597798184198
4.32,-0.0022196864427275944
4.34,-0.0006735131056367688
4.36,0.0024188335685448887
4.38,-0.0022196864427275944
4.4,-0.0022196864427275944
4.42,-0.0037658597798184198
4.44,-0.0037658597798184198
4.460000000000001,-0.0006735131056367688
4.48,-0.0037658597798184198
4.500000000000001,-0.0037658597798184198
4.5200000000000005,-0.0022196864427275944
4.540000000000001,0.0024188335685448887
4.5600000000000005,0.005511180242726543
4.580000000000001,0.007057353579817368
4.6000000000000005,0.008603526916908194
4.62,0.008603526916908194
4.64,0.005511180242726543
4.66,0.0024188335685448887
4.68,-0.0006735131056367688
4.7,-0.0068582064540000705
4.720000000000001,-0.0068582064540000705
4.74,-0.005312033116909245
4.760000000000001,-0.005312033116909245
4.78,-0.005312033116909245
4.800000000000001,-0.0006735131056367688
4.82,-0.0006735131056367688
4.840000000000001,-0.0006735131056367688
4.86,-0.0037658597798184198
4.880000000000001,-0.0006735131056367688
4.9,-0.0006735131056367688
4.920000000000001,0.0024188335685448887
4.94,0.003965006905635714
4.96,0.008603526916908194
4.98,0.010149700253999023
5.0,0.008603526916908194
5.0200000000000005,0.008603526916908194
5.04,0.008603526916908194
5.0600000000000005,0.003965006905635714
5.08,0.003965006905635714
5.1000000000000005,-0.0006735131056367688
5.12,0.0024188335685448887
5.140000000000001,0.003965006905635714
5.16,0.007057353579817368
5.180000000000001,0.007057353579817368
5.200000000000001,0.010149700253999023
5.220000000000001,0.008603526916908194
5.240000000000001,0.010149700253999023
5.260000000000001,0.010149700253999023
5.280000000000001,0.008603526916908194
5.3,0.007057353579817368
5.32,0.008603526916908194
5.34,0.007057353579817368
5.36,0.003965006905635714
5.38,0.003965006905635714
5.4,-0.0037658597798184198
5.42,-0.005312033116909245
5.44,-0.008404379791090903
5.460000000000001,-0.009950553128181728
5.48,-0.0022196864427275944
5.500000000000001,-0.0022196864427275944
5.5200000000000005,0.0024188335685448887
5.540000000000001,0.007057353579817368
5.5600000000000005,0.011695873591089848
5.580000000000001,0.013242046928180677
5.6000000000000005,0.014788220265271502
5.620000000000001,0.011695873591089848
5.64,0.005511180242726543
5.66,-0.0022196864427275944
5.68,-0.008404379791090903
5.7,-0.019227593150726686
5.720000000000001,-0.008404379791090903
5.74,-0.005312033116909245
5.760000000000001,-0.0022196864427275944
5.78,0.0024188335685448887
5.800000000000001,0.003965006905635714
5.82,0.007057353579817368
5.840000000000001,0.010149700253999023
5.86,0.008603526916908194
5.880000000000001,0.010149700253999023
5.9,0.010149700253999023
5.920000000000001,0.008603526916908194
5.940000000000001,0.003965006905635714
5.960000000000001,0.0024188335685448887
5.98,-0.0006735131056367688
6.0,-0.0037658597798184198
6.0200000000000005,-0.008404379791090903
6.04,-0.0037658597798184198
6.0600000000000005,-0.005312033116909245
6.08,0.0024188335685448887
6.1000000000000005,0.011695873591089848
6.12,0.017880566939453155
6.140000000000001,0.017880566939453155
6.16,0.01633439360236233
6.180000000000001,0.017880566939453155
6.200000000000001,0.003965006905635714
6.220000000000001,-0.0006735131056367688
6.240000000000001,-0.0068582064540000705
6.260000000000001,-0.0068582064540000705
6.280000000000001,-0.011496726465272554
6.300000000000001,-0.0037658597798184198
6.32,-0.0037658597798184198
6.34,-0.0022196864427275944
6.36,0.005511180242726543
6.38,0.007057353579817368
6.4,0.010149700253999023
6.42,0.008603526916908194
6.44,0.011695873591089848
6.460000000000001,0.010149700253999023
6.48,0.010149700253999023
6.500000000000001,0.008603526916908194
6.5200000000000005,0.0008726602314540632
6.540000000000001,-0.005312033116909245
6.5600000000000005,-0.009950553128181728
6.580000000000001,-0.013042899802363379
6.6000000000000005,-0.008404379791090903
6.620000000000001,-0.009950553128181728
6.640000000000001,-0.0068582064540000705
6.66,-0.0022196864427275944
6.680000000000001,-0.008404379791090903
6.7,0.007057353579817368
6.720000000000001,0.008603526916908194
6.74,0.008603526916908194
6.760000000000001,0.005511180242726543
6.78,0.0024188335685448887
6.800000000000001,0.0024188335685448887
6.82,0.0008726602314540632
6.840000000000001,-0.0022196864427275944
6.86,-0.0022196864427275944
6.880000000000001,-0.0006735131056367688
6.9,-0.0006735131056367688
6.920000000000001,0.003965006905635714
6.940000000000001,-0.0006735131056367688
6.960000000000001,-0.005312033116909245
6.980000000000001,-0.0006735131056367688
7.0,-0.0006735131056367688
7.0200000000000005,-0.0022196864427275944
7.04,-0.0037658597798184198
7.0600000000000005,-0.009950553128181728
7.08,-0.011496726465272554
7.1000000000000005,-0.014589073139454211
7.12,-0.016135246476545035
7.140000000000001,-0.016135246476545035
7.16,-0.01768141981363586
7.180000000000001,-0.008404379791090903
7.200000000000001,-0.0068582064540000705
7.220000000000001,-0.0022196864427275944
7.240000000000001,0.0024188335685448887
7.260000000000001,0.0024188335685448887
7.280000000000001,0.0024188335685448887
7.300000000000001,0.003965006905635714
7.320000000000001,0.003965006905635714
7.34,0.007057353579817368
7.36,0.007057353579817368
7.38,0.007057353579817368
7.4,0.011695873591089848
7.420000000000001,0.011695873591089848
7.44,0.01633439360236233
7.460000000000001,0.01942674027654398
7.48,0.02097291361363481
7.500000000000001,0.017880566939453155
7.5200000000000005,0.014788220265271502
7.540000000000001,0.013242046928180677
7.5600000000000005,0.008603526916908194
7.580000000000001,0.003965006905635714
7.6000000000000005,0.0024188335685448887
7.620000000000001,-0.0006735131056367688
7.640000000000001,-0.005312033116909245
7.660000000000001,-0.008404379791090903
7.6800000000000015,-0.008404379791090903
7.7,-0.0068582064540000705
7.720000000000001,-0.0068582064540000705
7.74,-0.0022196864427275944
7.760000000000001,0.003965006905635714
7.78,0.007057353579817368
7.800000000000001,0.008603526916908194
7.82,0.008603526916908194
7.840000000000002,0.007057353579817368
7.86,0.0024188335685448887
7.88,-0.0006735131056367688
7.9,-0.0037658597798184198
7.92,-0.0037658597798184198
7.940000000000001,-0.0037658597798184198
7.96,-0.008404379791090903
7.980000000000001,-0.005312033116909245
8.0,-0.005312033116909245
8.020000000000001,-0.0037658597798184198
8.040000000000001,-0.005312033116909245
8.06,-0.005312033116909245
8.08,-0.0006735131056367688
8.100000000000001,-0.0022196864427275944
8.120000000000001,0.0024188335685448887
8.14,-0.0006735131056367688
8.16,0.0024188335685448887
8.180000000000001,0.003965006905635714
8.200000000000001,0.003965006905635714
8.22,0.007057353579817368
8.24,0.011695873591089848
8.26,0.014788220265271502
8.280000000000001,0.011695873591089848
8.3,0.010149700253999023
8.32,0.013242046928180677
8.34,0.007057353579817368
8.360000000000001,0.005511180242726543
8.38,0.0008726602314540632
8.4,-0.0022196864427275944
8.42,-0.0006735131056367688
8.440000000000001,-0.0022196864427275944
8.46,-0.0022196864427275944
8.480000000000002,-0.0037658597798184198
8.5,-0.0068582064540000705
8.520000000000001,-0.0068582064540000705
8.540000000000001,-0.005312033116909245
8.56,-0.0037658597798184198
8.58,-0.0037658597798184198
8.6,-0.0037658597798184198
8.620000000000001,0.0008726602314540632
8.64,-0.0022196864427275944
8.66,-0.0022196864427275944
8.68,-0.0022196864427275944
8.700000000000001,-0.0022196864427275944
8.72,-0.0022196864427275944
8.740000000000002,0.014788220265271502
8.76,-0.0006735131056367688
8.780000000000001,-0.0022196864427275944
8.8,-0.0006735131056367688
8.820000000000002,-0.0006735131056367688
8.84,-0.0006735131056367688
8.860000000000001,-0.0022196864427275944
8.88,-0.0006735131056367688
8.9,-0.0037658597798184198
8.920000000000002,-0.0037658597798184198
8.94,-0.008404379791090903
8.96,-0.005312033116909245
8.98,-0.0022196864427275944
9.000000000000002,-0.0037658597798184198
9.02,-0.0006735131056367688
9.040000000000001,-0.0006735131056367688
9.06,0.0008726602314540632
9.080000000000002,-0.0006735131056367688
9.1,-0.0006735131056367688
9.120000000000001,-0.0006735131056367688
9.14,-0.0022196864427275944
9.160000000000002,-0.0006735131056367688
9.180000000000001,-0.0006735131056367688
9.200000000000001,0.007057353579817368
9.22,0.008603526916908194
9.24,0.011695873591089848
9.260000000000002,0.017880566939453155
9.28,0.014788220265271502
9.3,0.014788220265271502
9.32,0.013242046928180677
9.340000000000002,0.003965006905635714
9.36,0.0024188335685448887
9.38,-0.0037658597798184198
9.4,-0.0068582064540000705
9.420000000000002,-0.0068582064540000705
9.440000000000001,-0.0022196864427275944
9.46,0.005511180242726543
9.48,0.007057353579817368
9.500000000000002,0.011695873591089848
9.520000000000001,0.011695873591089848
9.540000000000001,0.011695873591089848
9.56,0.008603526916908194
9.58,0.003965006905635714
9.600000000000001,-0.0006735131056367688
9.62,-0.0068582064540000705
9.64,-0.005312033116909245
9.66,-0.008404379791090903
9.680000000000001,-0.011496726465272554
9.700000000000001,-0.009950553128181728
9.72,-0.011496726465272554
9.74,-0.008404379791090903
9.760000000000002,0.003965006905635714
9.780000000000001,0.0024188335685448887
9.8,0.005511180242726543
9.82,0.008603526916908194
9.840000000000002,0.010149700253999023
9.860000000000001,0.008603526916908194
9.88,0.0008726602314540632
9.9,-0.0006735131056367688
9.92,-0.0068582064540000705
9.940000000000001,-0.005312033116909245
9.96,-0.0022196864427275944
9.98,0.0024188335685448887
10.0,0.003965006905635714
10.020000000000001,0.008603526916908194
10.040000000000001,0.011695873591089848
10.06,0.01633439360236233
10.08,0.011695873591089848
10.100000000000001,0.011695873591089848
10.120000000000001,0.007057353579817368
10.14,0.0024188335685448887
10.16,-0.0006735131056367688
10.180000000000001,-0.0037658597798184198
10.200000000000001,-0.0068582064540000705
10.220000000000002,-0.0006735131056367688
10.24,0.003965006905635714
10.26,0.010149700253999023
10.280000000000001,0.01633439360236233
10.3,0.01633439360236233
10.32,0.01942674027654398
10.34,0.01633439360236233
10.360000000000001,0.017880566939453155
10.38,0.011695873591089848
10.400000000000002,0.008603526916908194
10.42,0.007057353579817368
10.440000000000001,0.003965006905635714
10.46,0.007057353579817368
10.480000000000002,0.005511180242726543
10.5,0.005511180242726543
10.520000000000001,0.003965006905635714
10.540000000000001,0.008603526916908194
10.560000000000002,-0.0006735131056367688
10.58,-0.0037658597798184198
10.6,-0.008404379791090903
10.620000000000001,-0.011496726465272554
10.64,-0.016135246476545035
10.660000000000002,-0.02077376648781751
10.68,-0.019227593150726686
10.700000000000001,-0.02077376648781751
10.72,-0.016135246476545035
10.740000000000002,-0.016135246476545035
10.76,-0.014589073139454211
10.780000000000001,-0.011496726465272554
10.8,-0.013042899802363379
10.820000000000002,-0.009950553128181728
10.84,-0.0022196864427275944
10.860000000000001,0.003965006905635714
10.88,0.008603526916908194
10.900000000000002,0.013242046928180677
10.920000000000002,0.014788220265271502
10.94,0.011695873591089848
10.96,0.010149700253999023
10.98,0.005511180242726543
11.000000000000002,0.0024188335685448887
11.02,-0.0068582064540000705
11.040000000000001,-0.008404379791090903
11.06,-0.009950553128181728
11.080000000000002,-0.009950553128181728
11.1,-0.014589073139454211
11.120000000000001,-0.013042899802363379
11.14,-0.011496726465272554
11.160000000000002,-0.008404379791090903
11.180000000000001,-0.0037658597798184198
11.200000000000001,0.0024188335685448887
11.22,0.008603526916908194
11.240000000000002,0.008603526916908194
11.260000000000002,0.011695873591089848
11.28,0.011695873591089848
11.3,0.014788220265271502
11.32,0.008603526916908194
11.340000000000002,0.003965006905635714
11.36,-0.008404379791090903
11.38,-0.0037658597798184198
11.4,-0.008404379791090903
11.420000000000002,-0.0037658597798184198
11.440000000000001,-0.0006735131056367688
11.46,0.0024188335685448887
11.48,0.0024188335685448887
11.500000000000002,-0.0006735131056367688
11.520000000000001,0.0008726602314540632
11.540000000000001,-0.0037658597798184198
11.56,-0.0006735131056367688
11.580000000000002,-0.0037658597798184198
11.600000000000001,-0.0068582064540000705
11.620000000000001,0.0024188335685448887
11.64,-0.009950553128181728
11.66,-0.008404379791090903
11.680000000000001,-0.008404379791090903
11.700000000000001,-0.0037658597798184198
11.72,-0.0037658597798184198
11.74,-0.0006735131056367688
11.760000000000002,0.005511180242726543
11.780000000000001,0.005511180242726543
11.8,0.007057353579817368
11.82,0.010149700253999023
11.840000000000002,0.011695873591089848
11.860000000000001,0.011695873591089848
11.880000000000003,0.008603526916908194
11.9,0.011695873591089848
11.920000000000002,0.011695873591089848
11.940000000000001,0.010149700253999023
11.96,0.010149700253999023
11.98,0.011695873591089848
12.0,0.007057353579817368
12.020000000000001,0.003965006905635714
12.040000000000001,-0.0006735131056367688
12.06,0.0008726602314540632
12.08,-0.0037658597798184198
12.100000000000001,-0.005312033116909245
12.120000000000001,-0.005312033116909245
12.140000000000002,-0.008404379791090903
12.16,-0.013042899802363379
12.180000000000001,-0.014589073139454211
12.200000000000001,-0.011496726465272554
12.220000000000002,-0.016135246476545035
12.24,-0.01768141981363586
12.260000000000002,-0.013042899802363379
12.280000000000001,-0.008404379791090903
12.3,-0.0037658597798184198
12.32,0.0024188335685448887
12.34,0.0024188335685448887
12.360000000000001,0.0024188335685448887
12.38,-0.0022196864427275944
12.400000000000002,-0.0022196864427275944
12.42,-0.005312033116909245
12.440000000000001,-0.009950553128181728
12.46,-0.013042899802363379
12.480000000000002,-0.014589073139454211
12.5,-0.013042899802363379
12.520000000000001,-0.009950553128181728
12.540000000000001,-0.0068582064540000705
12.560000000000002,-0.005312033116909245
12.58,-0.0022196864427275944
12.600000000000001,0.005511180242726543
12.620000000000001,0.008603526916908194
12.64,0.013242046928180677
12.660000000000002,0.01633439360236233
12.68,0.01942674027654398
12.700000000000001,0.017880566939453155
12.72,0.014788220265271502
12.740000000000002,0.014788220265271502
12.76,0.007057353579817368
12.780000000000001,0.0008726602314540632
12.8,-0.0037658597798184198
12.820000000000002,-0.0068582064540000705
12.84,-0.005312033116909245
12.860000000000001,-0.0006735131056367688
12.88,0.005511180242726543
12.900000000000002,0.011695873591089848
12.920000000000002,0.017880566939453155
12.940000000000001,0.02097291361363481
12.96,0.027157606961998117
12.98,0.027157606961998117
13.000000000000002,0.02561143362490729
13.02,0.017880566939453155
13.040000000000001,0.010149700253999023
13.06,0.0008726602314540632
13.080000000000002,-0.008404379791090903
13.100000000000001,-0.016135246476545035
13.120000000000001,-0.01768141981363586
13.14,-0.016135246476545035
13.160000000000002,-0.013042899802363379
13.180000000000001,-0.008404379791090903
13.200000000000001,-0.0022196864427275944
13.22,0.007057353579817368
13.240000000000002,0.017880566939453155
13.260000000000002,0.02097291361363481
13.280000000000001,0.024065260287816463
13.3,0.027157606961998117
13.32,0.02097291361363481
13.340000000000002,0.017880566939453155
13.360000000000001,0.011695873591089848
13.38,0.005511180242726543
13.4,-0.0022196864427275944
13.420000000000002,-0.0068582064540000705
13.440000000000001,-0.011496726465272554
13.46,-0.014589073139454211
13.48,-0.011496726465272554
13.500000000000002,-0.0068582064540000705
13.520000000000001,-0.0037658597798184198
13.540000000000001,0.005511180242726543
13.56,0.010149700253999023
13.580000000000002,0.010149700253999023
13.600000000000001,0.013242046928180677
13.620000000000003,0.013242046928180677
13.64,0.014788220265271502
13.66,0.01633439360236233
13.680000000000001,0.011695873591089848
13.700000000000001,0.011695873591089848
13.72,0.010149700253999023
13.74,0.007057353579817368
13.760000000000002,0.0024188335685448887
13.780000000000001,-0.0006735131056367688
13.8,-0.005312033116909245
13.82,-0.005312033116909245
13.840000000000002,-0.005312033116909245
13.860000000000001,-0.0037658597798184198
13.880000000000003,-0.0022196864427275944
13.9,-0.0006735131056367688
13.920000000000002,0.005511180242726543
13.940000000000001,0.010149700253999023
13.960000000000003,0.013242046928180677
13.98,0.011695873591089848
14.0,0.014788220265271502
14.020000000000001,0.011695873591089848
14.040000000000001,0.010149700253999023
14.06,0.007057353579817368
14.08,0.0024188335685448887
14.100000000000001,-0.005312033116909245
14.120000000000001,-0.0068582064540000705
14.140000000000002,-0.009950553128181728
14.16,-0.014589073139454211
14.180000000000001,-0.014589073139454211
14.200000000000001,-0.011496726465272554
14.220000000000002,-0.009950553128181728
14.24,-0.005312033116909245
14.260000000000002,-0.0068582064540000705
14.280000000000001,-0.0068582064540000705
14.300000000000002,-0.005312033116909245
14.32,0.0024188335685448887
14.34,0.0008726602314540632
14.360000000000001,0.005511180242726543
14.38,0.008603526916908194
14.400000000000002,0.01633439360236233
14.42,0.01633439360236233
14.440000000000001,0.014788220265271502
14.46,0.014788220265271502
14.480000000000002,0.014788220265271502
14.5,0.008603526916908194
14.520000000000001,0.003965006905635714
14.540000000000001,-0.0037658597798184198
14.560000000000002,-0.014589073139454211
14.58,-0.02077376648781751
14.600000000000001,-0.025412286499089994
14.620000000000001,-0.022319939824908343
14.640000000000002,-0.01768141981363586
14.660000000000002,-0.016135246476545035
14.68,-0.0006735131056367688
14.700000000000001,-0.0006735131056367688
14.72,0.005511180242726543
14.740000000000002,0.011695873591089848
14.76,-0.0022196864427275944
14.780000000000001,0.011695873591089848
14.8,0.010149700253999023
14.820000000000002,0.0024188335685448887
14.840000000000002,-0.0037658597798184198
14.860000000000001,-0.008404379791090903
14.88,-0.011496726465272554
14.900000000000002,-0.011496726465272554
14.920000000000002,-0.013042899802363379
14.940000000000001,-0.011496726465272554
14.96,-0.0068582064540000705
14.980000000000002,-0.0022196864427275944
15.000000000000002,-0.0006735131056367688
15.02,0.008603526916908194
15.040000000000001,0.007057353579817368
15.06,-0.0037658597798184198
15.080000000000002,0.013242046928180677
15.100000000000001,0.007057353579817368
15.120000000000001,0.003965006905635714
15.14,0.0024188335685448887
15.160000000000002,-0.0006735131056367688
15.180000000000001,-0.0022196864427275944
15.200000000000001,-0.0037658597798184198
15.22,-0.0037658597798184198
15.240000000000002,-0.005312033116909245
15.260000000000002,-0.0022196864427275944
15.280000000000001,-0.0022196864427275944
15.3,-0.0006735131056367688
15.320000000000002,-0.0006735131056367688
15.340000000000002,0.003965006905635714
15.360000000000003,-0.011496726465272554
15.38,0.003965006905635714
15.4,0.0024188335685448887
15.420000000000002,0.005511180242726543
15.440000000000001,0.003965006905635714
15.46,0.013242046928180677
15.48,0.013242046928180677
15.500000000000002,0.014788220265271502
15.520000000000001,0.011695873591089848
15.540000000000001,0.010149700253999023
15.56,0.005511180242726543
15.580000000000002,-0.0006735131056367688
15.600000000000001,-0.005312033116909245
15.620000000000003,-0.009950553128181728
15.64,-0.014589073139454211
15.66,-0.022319939824908343
15.680000000000003,-0.009950553128181728
15.700000000000003,-0.0068582064540000705
15.72,-0.0037658597798184198
15.74,-0.0006735131056367688
15.76,0.0024188335685448887
15.780000000000003,0.008603526916908194
15.8,0.008603526916908194
15.82,0.010149700253999023
15.84,0.008603526916908194
15.860000000000003,0.005511180242726543
15.880000000000003,0.008603526916908194
15.9,-0.0022196864427275944
15.92,-0.0006735131056367688
15.940000000000003,0.0008726602314540632
15.960000000000003,-0.0037658597798184198
15.98,0.011695873591089848
16.0,0.011695873591089848
16.020000000000003,0.01633439360236233
16.040000000000003,0.011695873591089848
16.060000000000002,0.008603526916908194
16.080000000000002,0.007057353579817368
16.1,-0.0037658597798184198
16.12,-0.009950553128181728
16.14,-0.013042899802363379
16.16,-0.019227593150726686
16.18,-0.019227593150726686
16.200000000000003,-0.02386611316199917
16.220000000000002,-0.011496726465272554
16.240000000000002,-0.0037658597798184198
16.26,-0.005312033116909245
16.28,0.02097291361363481
16.3,0.028703780299088943
16.32,0.028703780299088943
16.34,0.028703780299088943
16.360000000000003,0.02097291361363481
16.380000000000003,0.007057353579817368
16.400000000000002,-0.005312033116909245
16.42,-0.011496726465272554
16.44,-0.02386611316199917
16.46,-0.028504633173271645
16.48,-0.025412286499089994
16.5,-0.03314315318454414
16.52,-0.03005080651036247
16.540000000000003,-0.022319939824908343
16.560000000000002,-0.028504633173271645
16.580000000000002,-0.011496726465272554
16.6,-0.005312033116909245
16.620000000000005,-0.005312033116909245
16.64,-0.005312033116909245
16.66,-0.008404379791090903
16.68,-0.005312033116909245
16.700000000000003,-0.009950553128181728
16.720000000000002,-0.008404379791090903
16.740000000000002,-0.0068582064540000705
16.76,-0.0006735131056367688
16.78,0.0024188335685448887
16.8,0.005511180242726543
16.82,0.008603526916908194
16.84,0.011695873591089848
16.86,0.011695873591089848
16.880000000000003,0.014788220265271502
16.900000000000002,0.008603526916908194
16.92,0.010149700253999023
16.94,0.003965006905635714
16.960000000000004,-0.0006735131056367688
16.98,-0.0037658597798184198
17.0,-0.005312033116909245
17.02,-0.008404379791090903
17.040000000000003,-0.008404379791090903
17.060000000000002,-0.008404379791090903
17.080000000000002,-0.0068582064540000705
17.1,-0.0022196864427275944
17.12,0.0024188335685448887
17.140000000000004,0.005511180242726543
17.16,0.007057353579817368
17.18,0.011695873591089848
17.2,0.005511180242726543
17.220000000000002,0.008603526916908194
17.240000000000002,0.003965006905635714
17.26,0.005511180242726543
17.28,0.0024188335685448887
17.300000000000004,0.0024188335685448887
17.32,-0.0006735131056367688
17.34,-0.0006735131056367688
17.36,-0.0006735131056367688
17.380000000000003,-0.0022196864427275944
