Time (ms),Signal (mV)
0.0,-72.55022289467335
0.02,-72.61279316021424
0.04,-72.73793369129604
0.06000000000000001,-72.58150802744379
0.08,-72.64407829298469
0.1,-72.61279316021424
0.12000000000000002,-72.51893776190289
0.14,-72.64407829298469
0.16,-72.61279316021424
0.18000000000000002,-72.61279316021424
0.2,-72.58150802744379
0.22,-72.67536342575515
0.24000000000000005,-72.70664855852559
0.26,-72.67536342575515
0.28,-72.55022289467335
0.30000000000000004,-72.67536342575515
0.32,-72.73793369129604
0.34,-72.7692188240665
0.36000000000000004,-72.51893776190289
0.38,-72.61279316021424
0.4,-72.51893776190289
0.42000000000000004,-72.64407829298469
0.44,-72.55022289467335
0.46,-72.61279316021424
0.4800000000000001,-72.64407829298469
0.5,-72.67536342575515
0.52,-72.67536342575515
0.54,-72.70664855852559
0.56,-72.51893776190289
0.58,-72.48765262913244
0.6000000000000001,-72.70664855852559
0.62,-72.86307422237783
0.64,-72.70664855852559
0.6600000000000001,-72.51893776190289
0.68,-72.58150802744379
0.7000000000000001,-72.64407829298469
0.7200000000000001,-72.61279316021424
0.7400000000000001,-72.58150802744379
0.76,-72.70664855852559
0.7800000000000001,-72.73793369129604
0.8,-72.64407829298469
0.8200000000000001,-72.67536342575515
0.8400000000000001,-72.64407829298469
0.8600000000000001,-72.55022289467335
0.88,-72.51893776190289
0.9000000000000001,-72.58150802744379
0.92,-72.7692188240665
0.9400000000000001,-72.73793369129604
0.9600000000000002,-72.42508236359154
0.9800000000000002,-72.48765262913244
1.0,-72.55022289467335
1.02,-72.51893776190289
1.04,-72.61279316021424
1.0600000000000003,-72.58150802744379
1.08,-72.51893776190289
1.1,-72.61279316021424
1.12,-72.48765262913244
1.1400000000000001,-72.48765262913244
1.16,-72.55022289467335
1.1800000000000002,-72.61279316021424
1.2000000000000002,-72.67536342575515
1.2200000000000002,-72.61279316021424
1.24,-72.64407829298469
1.26,-72.64407829298469
1.28,-72.64407829298469
1.3000000000000003,-72.51893776190289
