Time (ms),Signal (nA)
0.0,0.0007078865880656819
0.02,-0.01166150010866093
0.04,-0.002384460086115969
0.06000000000000001,0.009984926610610647
0.08,0.009984926610610647
0.1,0.0007078865880656819
0.12000000000000002,0.003800233262247333
0.14,0.01616961995897395
0.16,0.006892579936428997
0.18000000000000002,-0.002384460086115969
0.2,0.013077273284792298
0.22,-0.008569153434479277
0.24000000000000005,-0.008569153434479277
0.26,-0.005476806760297627
0.28,0.013077273284792298
0.30000000000000004,0.01616961995897395
0.32,0.034723700004063884
0.34,0.03163135332988222
0.36000000000000004,0.04709308670079049
0.38,0.04400074002660884
0.4,0.037816046678245535
0.42000000000000004,0.025446659981518915
0.44,0.009984926610610647
0.46,0.013077273284792298
0.4800000000000001,-0.002384460086115969
0.5,-0.002384460086115969
0.52,-0.01166150010866093
0.54,-0.005476806760297627
0.56,-0.020938540131205895
0.58,-0.020938540131205895
0.6000000000000001,0.003800233262247333
0.62,-0.002384460086115969
0.64,0.013077273284792298
0.6600000000000001,0.022354313307337264
0.68,0.009984926610610647
0.7000000000000001,0.0192619666331556
0.7200000000000001,-0.005476806760297627
0.7400000000000001,-0.005476806760297627
0.76,0.003800233262247333
0.7800000000000001,-0.01166150010866093
0.8,-0.002384460086115969
0.8200000000000001,-0.020938540131205895
0.8400000000000001,-0.03330792682793251
0.8600000000000001,-0.03949262017629581
0.88,-0.03640027350211416
0.9000000000000001,-0.03330792682793251
0.92,-0.01166150010866093
0.9400000000000001,-0.002384460086115969
0.9600000000000002,-0.002384460086115969
0.9800000000000002,0.003800233262247333
1.0,0.003800233262247333
1.02,0.009984926610610647
1.04,0.022354313307337264
1.0600000000000003,0.013077273284792298
1.08,0.0007078865880656819
1.1,0.013077273284792298
1.12,-0.005476806760297627
1.1400000000000001,0.009984926610610647
1.16,0.009984926610610647
1.1800000000000002,0.0007078865880656819
1.2000000000000002,0.01616961995897395
1.2200000000000002,0.01616961995897395
1.24,0.025446659981518915
1.26,0.0192619666331556
1.28,0.0192619666331556
1.3000000000000003,0.006892579936428997
1.3200000000000003,-0.002384460086115969
1.34,-0.014753846782842585
1.36,-0.03640027350211416
1.3800000000000001,-0.014753846782842585
1.4000000000000001,-0.014753846782842585
1.42,-0.002384460086115969
1.4400000000000002,-0.005476806760297627
1.4600000000000002,0.01616961995897395
1.4800000000000002,0.0007078865880656819
1.5,0.003800233262247333
1.52,-0.014753846782842585
1.54,-0.008569153434479277
1.5600000000000003,0.009984926610610647
1.58,-0.01166150010866093
1.6,-0.008569153434479277
1.62,-0.017846193457024238
1.6400000000000001,-0.008569153434479277
1.6600000000000001,-0.014753846782842585
1.6800000000000002,-0.002384460086115969
1.7000000000000002,0.0007078865880656819
1.7200000000000002,0.013077273284792298
1.7400000000000002,0.013077273284792298
1.76,-0.002384460086115969
1.78,-0.002384460086115969
1.8000000000000003,-0.020938540131205895
1.8200000000000003,-0.027123233479569204
1.84,-0.03640027350211416
1.86,-0.01166150010866093
1.8800000000000001,-0.01166150010866093
1.9000000000000001,-0.014753846782842585
1.9200000000000004,-0.005476806760297627
1.9400000000000002,0.0007078865880656819
1.9600000000000004,0.006892579936428997
1.98,0.0007078865880656819
2.0,-0.017846193457024238
2.02,-0.002384460086115969
2.04,0.0007078865880656819
2.06,-0.002384460086115969
2.08,-0.014753846782842585
2.1,-0.005476806760297627
2.1200000000000006,-0.002384460086115969
2.14,0.009984926610610647
2.16,-0.005476806760297627
2.18,0.009984926610610647
2.2,0.01616961995897395
2.22,0.028539006655700565
2.24,0.01616961995897395
2.2600000000000002,0.0192619666331556
2.2800000000000002,0.0007078865880656819
2.3000000000000003,0.0007078865880656819
2.32,-0.014753846782842585
2.34,-0.017846193457024238
2.3600000000000003,-0.008569153434479277
2.3800000000000003,-0.005476806760297627
2.4000000000000004,-0.002384460086115969
2.4200000000000004,-0.002384460086115969
2.4400000000000004,-0.002384460086115969
2.4600000000000004,-0.014753846782842585
2.48,0.003800233262247333
2.5,-0.005476806760297627
2.52,-0.008569153434479277
2.54,-0.005476806760297627
2.56,0.0007078865880656819
2.58,0.0007078865880656819
2.6000000000000005,0.0007078865880656819
2.6200000000000006,-0.002384460086115969
2.6400000000000006,-0.005476806760297627
2.66,-0.005476806760297627
2.68,0.006892579936428997
2.7,0.0007078865880656819
2.72,0.01616961995897395
2.74,0.013077273284792298
2.7600000000000002,0.0192619666331556
2.7800000000000002,0.01616961995897395
2.8000000000000003,0.022354313307337264
2.82,0.025446659981518915
2.84,0.03163135332988222
2.8600000000000003,0.022354313307337264
2.8800000000000003,0.028539006655700565
2.9000000000000004,0.025446659981518915
2.9200000000000004,0.01616961995897395
2.9400000000000004,0.022354313307337264
2.9600000000000004,-0.008569153434479277
2.9800000000000004,-0.014753846782842585
3.0,-0.008569153434479277
3.02,-0.027123233479569204
3.04,-0.008569153434479277
3.06,-0.01166150010866093
3.08,-0.002384460086115969
3.1000000000000005,-0.002384460086115969
3.1200000000000006,0.0007078865880656819
3.1400000000000006,0.003800233262247333
3.16,0.040908393352427186
3.18,0.037816046678245535
3.2,0.04709308670079049
3.22,0.040908393352427186
3.24,0.04400074002660884
3.2600000000000002,0.034723700004063884
3.2800000000000002,0.013077273284792298
3.3000000000000003,0.006892579936428997
3.3200000000000003,0.006892579936428997
3.3400000000000003,-0.017846193457024238
3.3600000000000003,-0.005476806760297627
3.3800000000000003,-0.014753846782842585
3.4000000000000004,-0.020938540131205895
3.4200000000000004,-0.020938540131205895
3.4400000000000004,0.013077273284792298
3.4600000000000004,0.028539006655700565
3.4800000000000004,0.01616961995897395
3.5,0.01616961995897395
3.52,0.01616961995897395
3.54,0.003800233262247333
3.56,-0.005476806760297627
3.58,-0.005476806760297627
3.6000000000000005,-0.005476806760297627
3.6200000000000006,-0.002384460086115969
3.6400000000000006,0.0007078865880656819
