Time (ms),Sweep 0,Sweep 1,Sweep 2,Sweep 3,Sweep 4,Sweep 5,Sweep 6,Sweep 7,Sweep 8,Sweep 9,Sweep 10,Sweep 11,Sweep 12,Sweep 13,Sweep 14,Sweep 15,Sweep 16,Sweep 17,Sweep 18,Sweep 19
0.0,0.01390935050234318,-0.020280329794934302,-0.025632945925746716,0.0010928775394698242,0.038859247965921266,-0.004036195458269227,-0.015859143385260933,-0.019510347892126013,0.005389873319657981,-0.03168102958167631,0.010258145995478096,0.018231184408428372,-0.014194988950159153,-0.021062730760691106,-0.006842903684634905,-0.007178218384244962,0.0007078865880656819,0.01498980897886448,0.0011549728542124143,-0.016331067777304722
0.02,0.026278737199069795,-0.007910943098207687,-0.019448252577383408,0.010369917562014783,0.02648986126919465,0.014517884586820698,-0.015859143385260933,-0.022602694566307664,-0.0038871667028869783,-0.01931164288494969,0.007165799321296445,0.005861797711701769,0.0012667444207491152,0.0005836959585804694,-0.009935250358816563,-0.025732298429334884,-0.01166150010866093,0.005712768956319527,0.0011549728542124143,-0.003961681080578106
0.04,0.05410985726670468,-0.011003289772389338,-0.02872529259992837,0.01964695758455975,0.020305167920831348,0.005240844564275733,-0.018951490059442584,-0.041156774611397585,0.011574566668021296,-0.0007575628398597668,-0.002111240701248521,-0.0003228956366615459,-0.02037968229852246,0.009860735981125428,-0.0006582103362716033,-0.01645525840678992,-0.002384460086115969,0.01808215565304613,0.004247319528394078,0.00840770561614851
0.06000000000000001,0.023186390524888145,-0.007910943098207687,-0.022540599251565062,0.01964695758455975,0.007935781224104729,0.01761023126100235,-0.018951490059442584,-0.02569504124048932,-0.013164206725431938,0.011611823856866843,-0.014480627397975138,-0.006507588985024854,-0.014194988950159153,0.006768389306943777,0.014803523034636671,-0.0009935250358816543,0.009984926610610647,-0.0035642710662254387,0.004247319528394078,0.00840770561614851
0.08,0.04792516391834138,0.016827830295245545,-0.013263559229020101,0.016554610910378086,-0.0013412587984402299,0.020702577935184,-0.012766796711079277,-0.03497208126303428,-0.022441246747976897,0.008519477182685193,-0.00829593404961183,-0.012692282333388157,-0.01728733562434081,0.022230122677852047,0.002434136337910054,-0.010270565058426613,0.009984926610610647,-0.006656617740407096,0.0073396662025757295,0.00531535894196686
0.1,0.023186390524888145,0.00445844359851893,-0.019448252577383408,0.013462264236196434,-0.01061829882098519,0.026887271283547315,-0.015859143385260933,-0.041156774611397585,-0.03481063344470351,0.04253529059868339,-0.020665320746338447,-0.015784629007569814,-0.023472028972704118,0.022230122677852047,0.002434136337910054,-0.02882464510351654,0.0007078865880656819,-0.019026004437133707,-0.0019373738199692367,-0.007054027754759763
0.12000000000000002,0.020094043850706494,0.00445844359851893,-0.019448252577383408,0.028923997607104703,-0.019895338843530154,0.02379492460936565,-0.006582103362715969,-0.028787387914670972,-0.03790298011888517,0.030165903901956774,-0.002111240701248521,-0.012692282333388157,-0.02037968229852246,0.025322469352033698,0.008618829686273356,-0.01645525840678992,0.003800233262247333,-0.015933657762952056,-0.0019373738199692367,-0.007054027754759763
0.14,0.01390935050234318,0.0013660969243372788,-0.01017121255483845,0.016554610910378086,-0.01061829882098519,0.029979617957728966,0.0026949366598289907,-0.022602694566307664,-0.04408767346724847,0.04253529059868339,-0.002111240701248521,-0.021969322355933123,0.007451437769112417,0.019137776003670396,-0.0006582103362716033,-0.01954760508097158,0.01616961995897395,-0.019026004437133707,-0.008122067168332544,-0.019423414451486373
0.16,0.004632310479798221,-0.004818596424026029,-0.016355905903201757,0.0010928775394698242,0.0017510878757414211,0.01761023126100235,0.005787283334010641,-0.028787387914670972,-0.03171828677052185,0.04562763727286504,-0.002111240701248521,-0.012692282333388157,0.016728477791657384,0.012953082655307093,-0.0037505570104532544,-0.01954760508097158,0.006892579936428997,-0.0035642710662254387,0.0011549728542124143,-0.016331067777304722
0.18000000000000002,0.004632310479798221,-0.017187983120752648,-0.025632945925746716,-0.00818416248307514,-0.004433605472621881,0.026887271283547315,0.0026949366598289907,-0.010233307869581047,-0.019348900073795246,0.017796517205230157,0.007165799321296445,-0.006507588985024854,-0.0018256022534325423,0.009860735981125428,-0.0037505570104532544,-0.0381016851260615,-0.002384460086115969,-0.0035642710662254387,-0.017399107190877505,-0.02251576112566803
0.2,-0.004644729542746738,-0.017187983120752648,0.0021981741418881664,-0.020553549179801754,0.017212821246649697,0.029979617957728966,0.005787283334010641,-0.013325654543762704,-0.0038871667028869783,0.02398121055359346,0.025719879366386363,-0.009599935659206506,0.013636131117475732,0.003676042632762127,-0.006842903684634905,-0.0381016851260615,0.013077273284792298,0.011897462304682829,-0.017399107190877505,-0.019423414451486373
0.22,-0.010829422891110047,-0.020280329794934302,0.0021981741418881664,-0.03292293587652837,-0.0013412587984402299,0.03616431130609227,-0.018951490059442584,-0.02569504124048932,0.00229752664547633,0.011611823856866843,0.007165799321296445,0.002769451037520105,0.007451437769112417,0.009860735981125428,-0.009935250358816563,-0.02263995175515323,-0.008569153434479277,0.024266849001409446,-0.008122067168332544,-0.019423414451486373
0.24000000000000005,-0.010829422891110047,-0.02955736981747926,0.005290520816069818,-0.03292293587652837,0.007935781224104729,0.020702577935184,-0.015859143385260933,-0.016418001217944355,0.008482219993839645,-0.010034602862404726,0.007165799321296445,-0.003415242310843197,0.01054378444329408,0.012953082655307093,-0.0037505570104532544,-0.01954760508097158,-0.008569153434479277,0.01808215565304613,0.0011549728542124143,-0.013238721103123066
0.26,-0.010829422891110047,-0.011003289772389338,0.0021981741418881664,-0.03910762922489168,-0.004433605472621881,0.029979617957728966,-0.009674450036897627,-0.03497208126303428,0.011574566668021296,-0.003849909514041418,0.0009811059729331298,0.002769451037520105,0.02600551781420235,0.012953082655307093,-0.0037505570104532544,-0.0040858717100633055,-0.005476806760297627,0.01808215565304613,-0.017399107190877505,-0.0008693344063964548
0.28,-0.017014116239473354,0.0013660969243372788,-0.003986519206475142,-0.04529232257325499,-0.019895338843530154,0.020702577935184,-0.012766796711079277,-0.02569504124048932,0.008482219993839645,-0.013126949536586384,-0.005203587375430178,-0.003415242310843197,0.007451437769112417,-0.0025086507156011815,-0.0037505570104532544,0.011375861660844956,0.013077273284792298,0.03354388902395441,-0.011214413842514195,-0.010146374428941413
0.30000000000000004,-0.007737076216928396,-0.020280329794934302,-0.019448252577383408,-0.03601528255071003,-0.013710645495166847,0.02379492460936565,0.008879630008192292,-0.03187973458885262,0.008482219993839645,-0.025496336233312995,-0.005203587375430178,-0.003415242310843197,0.007451437769112417,0.003676042632762127,0.01171117636045502,-0.0009935250358816543,0.01616961995897395,0.024266849001409446,-0.014306760516695848,-0.016331067777304722
0.32,-0.007737076216928396,-0.014095636446570992,-0.019448252577383408,-0.02364589585398341,-0.004433605472621881,0.008333191238457384,0.011971976682373956,-0.022602694566307664,-0.0069795133770686295,-0.02858868290749465,-0.014480627397975138,-0.012692282333388157,0.01054378444329408,-0.0025086507156011815,0.027172909731363288,-0.0009935250358816543,0.034723700004063884,0.021174502327227795,-0.0019373738199692367,-0.02251576112566803
0.34,-0.0015523828685650876,-0.017187983120752648,-0.03800233262247334,-0.02364589585398341,-0.019895338843530154,0.01761023126100235,0.005787283334010641,-0.03497208126303428,-0.0038871667028869783,-0.013126949536586384,-0.002111240701248521,-0.012692282333388157,0.029097864488384,0.003676042632762127,0.008618829686273356,-0.010270565058426613,0.03163135332988222,0.002620422282137863,-0.008122067168332544,-0.02251576112566803
0.36000000000000004,-0.017014116239473354,-0.026465023143297607,-0.044187025970836645,0.0010928775394698242,0.0017510878757414211,0.01761023126100235,0.005787283334010641,-0.0535261613081242,-0.01007186005125028,-0.02240398955913134,0.0009811059729331298,-0.012692282333388157,0.029097864488384,-0.005600997389782833,0.024080563057181623,-0.010270565058426613,0.04709308670079049,0.027359195675591096,-0.011214413842514195,-0.019423414451486373
