Time (ms),Signal (mV)
0.0,-73.5826322760982
0.02,-73.42620661224595
0.04,-73.3323512139346
0.06000000000000001,-73.4574917450164
0.08,-73.6452025416391
0.1,-73.61391740886863
0.12000000000000002,-73.36363634670504
0.14,-73.36363634670504
0.16,-73.39492147947549
0.18000000000000002,-73.48877687778683
0.2,-73.4574917450164
0.22,-73.39492147947549
0.24000000000000005,-73.36363634670504
0.26,-73.4574917450164
0.28,-73.48877687778683
0.30000000000000004,-73.52006201055728
0.32,-73.4574917450164
0.34,-73.52006201055728
0.36000000000000004,-73.39492147947549
0.38,-73.36363634670504
0.4,-73.39492147947549
0.42000000000000004,-73.42620661224595
0.44,-73.42620661224595
0.46,-73.61391740886863
0.4800000000000001,-73.5826322760982
0.5,-73.52006201055728
0.52,-73.55134714332775
0.54,-73.48877687778683
0.56,-73.42620661224595
0.58,-73.36363634670504
0.6000000000000001,-73.48877687778683
0.62,-73.6452025416391
0.64,-73.4574917450164
0.6600000000000001,-73.26978094839369
0.68,-73.36363634670504
0.7000000000000001,-73.52006201055728
0.7200000000000001,-73.52006201055728
0.7400000000000001,-73.61391740886863
0.76,-73.42620661224595
0.7800000000000001,-73.36363634670504
0.8,-73.48877687778683
0.8200000000000001,-73.61391740886863
0.8400000000000001,-73.4574917450164
0.8600000000000001,-73.3323512139346
0.88,-73.48877687778683
0.9000000000000001,-73.52006201055728
0.92,-73.42620661224595
0.9400000000000001,-73.36363634670504
0.9600000000000002,-73.4574917450164
0.9800000000000002,-73.52006201055728
1.0,-73.39492147947549
1.02,-73.48877687778683
1.04,-73.42620661224595
1.0600000000000003,-73.39492147947549
1.08,-73.4574917450164
1.1,-73.52006201055728
1.12,-73.48877687778683
1.1400000000000001,-73.30106608116414
1.16,-73.3323512139346
1.1800000000000002,-73.42620661224595
1.2000000000000002,-73.42620661224595
1.2200000000000002,-73.42620661224595
1.24,-73.39492147947549
1.26,-73.36363634670504
1.28,-73.4574917450164
1.3000000000000003,-73.3323512139346
1.3200000000000003,-73.3323512139346
1.34,-73.42620661224595
1.36,-73.52006201055728
1.3800000000000001,-73.36363634670504
1.4000000000000001,-73.36363634670504
1.42,-73.39492147947549
1.4400000000000002,-73.36363634670504
1.4600000000000002,-73.39492147947549
1.4800000000000002,-73.61391740886863
1.5,-73.42620661224595
1.52,-73.2072106828528
1.54,-73.36363634670504
1.5600000000000003,-73.5826322760982
1.58,-73.42620661224595
1.6,-73.26978094839369
1.62,-73.3323512139346
1.6400000000000001,-73.42620661224595
1.6600000000000001,-73.39492147947549
1.6800000000000002,-73.4574917450164
1.7000000000000002,-73.30106608116414
1.7200000000000002,-73.36363634670504
1.7400000000000002,-73.4574917450164
1.76,-73.36363634670504
1.78,-73.23849581562324
1.8000000000000003,-73.26978094839369
1.8200000000000003,-73.48877687778683
1.84,-73.42620661224595
1.86,-73.39492147947549
1.8800000000000001,-73.3323512139346
1.9000000000000001,-73.4574917450164
1.9200000000000004,-73.48877687778683
1.9400000000000002,-73.26978094839369
1.9600000000000004,-73.26978094839369
1.98,-73.36363634670504
2.0,-73.26978094839369
2.02,-73.4574917450164
2.04,-73.30106608116414
2.06,-73.36363634670504
2.08,-73.42620661224595
2.1,-73.3323512139346
2.1200000000000006,-73.26978094839369
2.14,-73.39492147947549
2.16,-73.26978094839369
2.18,-73.30106608116414
2.2,-73.23849581562324
2.22,-73.30106608116414
2.24,-73.26978094839369
2.2600000000000002,-73.26978094839369
2.2800000000000002,-73.39492147947549
2.3000000000000003,-73.42620661224595
2.32,-73.2072106828528
2.34,-73.36363634670504
2.3600000000000003,-73.36363634670504
2.3800000000000003,-73.3323512139346
2.4000000000000004,-73.3323512139346
2.4200000000000004,-73.23849581562324
2.4400000000000004,-73.2072106828528
2.4600000000000004,-73.39492147947549
2.48,-73.39492147947549
2.5,-73.42620661224595
2.52,-73.26978094839369
2.54,-73.36363634670504
2.56,-73.42620661224595
2.58,-73.3323512139346
2.6000000000000005,-73.2072106828528
2.6200000000000006,-73.48877687778683
2.6400000000000006,-73.48877687778683
2.66,-73.17592555008234
2.68,-73.26978094839369
2.7,-73.42620661224595
2.72,-73.26978094839369
2.74,-73.23849581562324
2.7600000000000002,-73.48877687778683
2.7800000000000002,-73.39492147947549
2.8000000000000003,-73.39492147947549
2.82,-73.39492147947549
2.84,-73.36363634670504
2.8600000000000003,-73.17592555008234
2.8800000000000003,-73.3323512139346
2.9000000000000004,-73.23849581562324
2.9200000000000004,-73.26978094839369
2.9400000000000004,-73.39492147947549
2.9600000000000004,-73.26978094839369
2.9800000000000004,-73.3323512139346
3.0,-73.26978094839369
3.02,-73.26978094839369
3.04,-73.23849581562324
3.06,-73.23849581562324
3.08,-73.3323512139346
3.1000000000000005,-73.26978094839369
3.1200000000000006,-73.23849581562324
3.1400000000000006,-73.23849581562324
3.16,-73.26978094839369
3.18,-73.36363634670504
3.2,-73.23849581562324
3.22,-73.14464041731189
3.24,-73.26978094839369
3.2600000000000002,-73.26978094839369
3.2800000000000002,-73.17592555008234
3.3000000000000003,-73.55134714332775
3.3200000000000003,-73.30106608116414
3.3400000000000003,-73.17592555008234
3.3600000000000003,-73.42620661224595
3.3800000000000003,-73.42620661224595
3.4000000000000004,-73.30106608116414
3.4200000000000004,-73.23849581562324
3.4400000000000004,-73.36363634670504
3.4600000000000004,-73.2072106828528
3.4800000000000004,-73.3323512139346
3.5,-73.3323512139346
3.52,-73.23849581562324
3.54,-73.30106608116414
3.56,-73.26978094839369
3.58,-73.39492147947549
3.6000000000000005,-73.2072106828528
3.6200000000000006,-73.26978094839369
3.6400000000000006,-73.3323512139346
3.6600000000000006,-73.26978094839369
3.68,-73.36363634670504
3.7,-73.26978094839369
3.72,-73.26978094839369
3.74,-73.23849581562324
3.7600000000000002,-73.36363634670504
3.7800000000000002,-73.30106608116414
3.8000000000000003,-73.23849581562324
3.8200000000000003,-73.3323512139346
3.8400000000000007,-73.3323512139346
3.8600000000000003,-73.26978094839369
3.8800000000000003,-73.42620661224595
3.9000000000000004,-73.23849581562324
3.920000000000001,-73.17592555008234
3.94,-73.36363634670504
3.96,-73.42620661224595
3.98,-73.30106608116414
4.0,-73.17592555008234
4.0200000000000005,-73.3323512139346
4.04,-73.36363634670504
4.0600000000000005,-73.23849581562324
4.08,-73.23849581562324
4.1000000000000005,-73.3323512139346
4.12,-73.26978094839369
4.140000000000001,-73.11335528454144
4.16,-73.14464041731189
4.180000000000001,-73.3323512139346
4.2,-73.26978094839369
4.220000000000001,-73.36363634670504
4.240000000000001,-73.26978094839369
4.260000000000001,-73.05078501900054
4.28,-73.30106608116414
4.3,-73.3323512139346
4.32,-73.30106608116414
4.34,-73.3323512139346
4.36,-73.26978094839369
4.38,-73.2072106828528
4.4,-73.30106608116414
4.42,-73.36363634670504
4.44,-73.26978094839369
4.460000000000001,-73.3323512139346
4.48,-73.26978094839369
4.500000000000001,-73.17592555008234
4.5200000000000005,-73.11335528454144
4.540000000000001,-73.26978094839369
4.5600000000000005,-73.3323512139346
4.580000000000001,-73.23849581562324
4.6000000000000005,-73.30106608116414
4.62,-73.23849581562324
4.64,-73.26978094839369
4.66,-73.26978094839369
4.68,-73.36363634670504
4.7,-73.2072106828528
4.720000000000001,-73.26978094839369
4.74,-73.26978094839369
4.760000000000001,-73.26978094839369
4.78,-73.30106608116414
4.800000000000001,-73.23849581562324
4.82,-73.2072106828528
4.840000000000001,-73.2072106828528
4.86,-73.23849581562324
4.880000000000001,-73.4574917450164
4.9,-73.17592555008234
4.920000000000001,-73.2072106828528
4.94,-73.17592555008234
4.96,-73.23849581562324
4.98,-73.26978094839369
5.0,-73.17592555008234
5.0200000000000005,-73.26978094839369
5.04,-73.3323512139346
5.0600000000000005,-73.2072106828528
5.08,-73.3323512139346
5.1000000000000005,-73.08207015177099
5.12,-73.26978094839369
5.140000000000001,-73.23849581562324
5.16,-73.17592555008234
5.180000000000001,-73.17592555008234
5.200000000000001,-73.23849581562324
5.220000000000001,-73.30106608116414
5.240000000000001,-73.17592555008234
5.260000000000001,-73.30106608116414
5.280000000000001,-73.39492147947549
5.3,-73.11335528454144
5.32,-73.08207015177099
5.34,-73.14464041731189
5.36,-73.23849581562324
5.38,-73.17592555008234
5.4,-73.2072106828528
5.42,-73.23849581562324
5.44,-73.14464041731189
5.460000000000001,-73.17592555008234
5.48,-73.26978094839369
5.500000000000001,-73.36363634670504
5.5200000000000005,-73.17592555008234
5.540000000000001,-73.2072106828528
5.5600000000000005,-73.23849581562324
5.580000000000001,-73.36363634670504
5.6000000000000005,-73.2072106828528
5.620000000000001,-73.11335528454144
5.64,-73.30106608116414
5.66,-73.42620661224595
5.68,-73.17592555008234
5.7,-73.05078501900054
5.720000000000001,-73.3323512139346
5.74,-73.42620661224595
5.760000000000001,-73.2072106828528
5.78,-73.23849581562324
5.800000000000001,-73.23849581562324
5.82,-73.11335528454144
5.840000000000001,-73.11335528454144
5.86,-73.2072106828528
5.880000000000001,-73.30106608116414
5.9,-73.23849581562324
5.920000000000001,-73.2072106828528
5.940000000000001,-73.26978094839369
5.960000000000001,-73.2072106828528
5.98,-73.23849581562324
6.0,-73.17592555008234
6.0200000000000005,-73.23849581562324
6.04,-73.23849581562324
6.0600000000000005,-73.17592555008234
6.08,-73.2072106828528
6.1000000000000005,-73.3323512139346
6.12,-73.14464041731189
6.140000000000001,-73.11335528454144
6.16,-73.26978094839369
6.180000000000001,-73.23849581562324
6.200000000000001,-73.14464041731189
6.220000000000001,-73.17592555008234
6.240000000000001,-73.2072106828528
6.260000000000001,-73.17592555008234
6.280000000000001,-73.36363634670504
6.300000000000001,-73.26978094839369
6.32,-73.23849581562324
6.34,-73.14464041731189
6.36,-73.17592555008234
6.38,-73.2072106828528
6.4,-73.36363634670504
6.42,-73.11335528454144
6.44,-73.11335528454144
6.460000000000001,-73.26978094839369
6.48,-73.2072106828528
6.500000000000001,-73.23849581562324
6.5200000000000005,-73.30106608116414
6.540000000000001,-73.48877687778683
6.5600000000000005,-73.23849581562324
6.580000000000001,-73.17592555008234
6.6000000000000005,-73.36363634670504
6.620000000000001,-73.3323512139346
6.640000000000001,-73.08207015177099
6.66,-73.17592555008234
6.680000000000001,-73.39492147947549
6.7,-73.26978094839369
6.720000000000001,-73.23849581562324
6.74,-73.2072106828528
6.760000000000001,-73.3323512139346
6.78,-73.36363634670504
6.800000000000001,-73.23849581562324
6.82,-73.39492147947549
6.840000000000001,-73.30106608116414
6.86,-73.17592555008234
6.880000000000001,-73.42620661224595
6.9,-73.36363634670504
6.920000000000001,-73.2072106828528
6.940000000000001,-73.36363634670504
6.960000000000001,-73.48877687778683
6.980000000000001,-73.2072106828528
7.0,-73.17592555008234
7.0200000000000005,-73.30106608116414
7.04,-73.42620661224595
7.0600000000000005,-73.2072106828528
7.08,-73.17592555008234
7.1000000000000005,-73.36363634670504
7.12,-73.55134714332775
7.140000000000001,-73.26978094839369
7.16,-73.2072106828528
7.180000000000001,-73.3323512139346
7.200000000000001,-73.39492147947549
7.220000000000001,-73.2072106828528
7.240000000000001,-73.2072106828528
7.260000000000001,-73.30106608116414
7.280000000000001,-73.26978094839369
7.300000000000001,-73.17592555008234
7.320000000000001,-73.3323512139346
7.34,-73.26978094839369
7.36,-73.17592555008234
7.38,-73.26978094839369
7.4,-73.42620661224595
7.420000000000001,-73.17592555008234
7.44,-73.3323512139346
7.460000000000001,-73.26978094839369
7.48,-73.3323512139346
7.500000000000001,-73.36363634670504
7.5200000000000005,-73.36363634670504
7.540000000000001,-73.30106608116414
7.5600000000000005,-73.26978094839369
7.580000000000001,-73.23849581562324
7.6000000000000005,-73.3323512139346
7.620000000000001,-73.23849581562324
7.640000000000001,-73.23849581562324
7.660000000000001,-73.3323512139346
7.6800000000000015,-73.42620661224595
7.7,-73.3323512139346
7.720000000000001,-73.23849581562324
7.74,-73.17592555008234
7.760000000000001,-73.3323512139346
7.78,-73.36363634670504
7.800000000000001,-73.14464041731189
7.82,-73.17592555008234
7.840000000000002,-73.36363634670504
7.86,-73.48877687778683
7.88,-73.17592555008234
7.9,-73.23849581562324
7.92,-73.23849581562324
7.940000000000001,-73.26978094839369
7.96,-73.3323512139346
7.980000000000001,-73.36363634670504
8.0,-73.23849581562324
8.020000000000001,-73.26978094839369
8.040000000000001,-73.23849581562324
8.06,-73.39492147947549
8.08,-73.23849581562324
8.100000000000001,-73.14464041731189
8.120000000000001,-73.4574917450164
8.14,-73.42620661224595
8.16,-73.14464041731189
8.180000000000001,-73.17592555008234
8.200000000000001,-73.39492147947549
8.22,-73.42620661224595
8.24,-73.30106608116414
8.26,-73.26978094839369
8.280000000000001,-73.48877687778683
8.3,-73.48877687778683
8.32,-73.2072106828528
8.34,-73.14464041731189
8.360000000000001,-73.42620661224595
8.38,-73.42620661224595
8.4,-73.23849581562324
8.42,-73.23849581562324
8.440000000000001,-73.39492147947549
8.46,-73.2072106828528
8.480000000000002,-73.30106608116414
8.5,-73.42620661224595
8.520000000000001,-73.3323512139346
8.540000000000001,-73.17592555008234
8.56,-73.23849581562324
8.58,-73.39492147947549
8.6,-73.26978094839369
8.620000000000001,-73.23849581562324
8.64,-73.26978094839369
8.66,-73.42620661224595
8.68,-73.26978094839369
8.700000000000001,-73.26978094839369
8.72,-73.11335528454144
8.740000000000002,-73.4574917450164
8.76,-73.39492147947549
8.780000000000001,-73.26978094839369
8.8,-73.2072106828528
8.820000000000002,-73.42620661224595
8.84,-73.42620661224595
8.860000000000001,-73.17592555008234
8.88,-73.23849581562324
8.9,-73.36363634670504
8.920000000000002,-73.26978094839369
8.94,-73.3323512139346
8.96,-73.23849581562324
8.98,-73.36363634670504
9.000000000000002,-73.36363634670504
9.02,-73.3323512139346
9.040000000000001,-73.11335528454144
9.06,-73.2072106828528
9.080000000000002,-73.36363634670504
9.1,-73.26978094839369
9.120000000000001,-73.26978094839369
9.14,-73.42620661224595
9.160000000000002,-73.2072106828528
9.180000000000001,-73.17592555008234
9.200000000000001,-73.23849581562324
9.22,-73.42620661224595
9.24,-73.36363634670504
9.260000000000002,-73.36363634670504
9.28,-73.3323512139346
9.3,-73.39492147947549
9.32,-73.23849581562324
9.340000000000002,-73.36363634670504
9.36,-73.23849581562324
9.38,-73.23849581562324
9.4,-73.2072106828528
9.420000000000002,-73.30106608116414
9.440000000000001,-73.26978094839369
9.46,-73.3323512139346
9.48,-73.39492147947549
9.500000000000002,-73.36363634670504
9.520000000000001,-73.2072106828528
9.540000000000001,-73.17592555008234
9.56,-73.3323512139346
9.58,-73.42620661224595
9.600000000000001,-73.48877687778683
9.62,-73.26978094839369
9.64,-73.17592555008234
9.66,-73.26978094839369
9.680000000000001,-73.39492147947549
9.700000000000001,-73.61391740886863
9.72,-73.36363634670504
9.74,-73.2072106828528
9.760000000000002,-73.4574917450164
9.780000000000001,-73.48877687778683
9.8,-73.23849581562324
9.82,-73.2072106828528
9.840000000000002,-73.52006201055728
9.860000000000001,-73.42620661224595
9.88,-73.30106608116414
9.9,-73.2072106828528
9.92,-73.39492147947549
9.940000000000001,-73.48877687778683
9.96,-73.3323512139346
9.98,-73.11335528454144
10.0,-73.30106608116414
10.020000000000001,-72.64407829298469
10.040000000000001,-71.89323510649389
10.06,-72.98821475345964
10.08,-73.26978094839369
10.100000000000001,-72.3937972308211
10.120000000000001,-72.04966077034615
10.14,-72.17480130142795
10.16,-72.1435161686575
10.180000000000001,-71.76809457541209
10.200000000000001,-71.5178135132485
10.220000000000002,-71.5178135132485
10.24,-71.42395811493715
10.26,-71.20496218554399
10.280000000000001,-71.11110678723264
10.3,-70.92339599060995
10.32,-70.6418297956759
10.34,-70.54797439736454
10.360000000000001,-70.6418297956759
10.38,-70.39154873351231
10.400000000000002,-70.0161271402669
10.42,-70.0786974058078
10.440000000000001,-69.953556874726
10.46,-69.79713121087374
10.480000000000002,-69.5781352814806
10.5,-69.48427988316925
10.520000000000001,-69.48427988316925
10.540000000000001,-69.2027136882352
10.560000000000002,-69.10885828992386
10.58,-68.98371775884206
10.6,-68.8898623605307
10.620000000000001,-68.7647218294489
10.64,-68.60829616559666
10.660000000000002,-68.48315563451486
10.68,-68.35801510343305
10.700000000000001,-68.1390191740399
10.72,-68.076448908499
10.740000000000002,-67.88873811187631
10.76,-68.0138786429581
10.780000000000001,-67.73231244802405
10.8,-67.48203138586045
10.820000000000002,-67.57588678417181
10.84,-67.48203138586045
10.860000000000001,-67.20046519092641
10.88,-66.98146926153325
10.900000000000002,-67.04403952707416
10.920000000000002,-66.88761386322192
10.94,-66.7624733321401
10.96,-66.6999030665992
10.98,-66.51219226997651
11.000000000000002,-66.51219226997651
11.02,-66.3244814733538
11.040000000000001,-66.26191120781291
11.06,-66.16805580950157
11.080000000000002,-65.91777474733797
11.1,-65.85520448179706
11.120000000000001,-65.88648961456751
11.14,-65.85520448179706
11.160000000000002,-65.60492341963347
11.180000000000001,-65.41721262301076
11.200000000000001,-65.41721262301076
11.22,-65.19821669361761
11.240000000000002,-65.07307616253581
11.260000000000002,-65.01050589699491
11.28,-64.94793563145402
11.3,-64.94793563145402
11.32,-64.82279510037222
11.340000000000002,-64.47865863989726
11.36,-64.41608837435636
11.38,-64.47865863989726
11.4,-64.16580731219277
11.420000000000002,-64.00938164834051
11.440000000000001,-64.07195191388142
11.46,-64.04066678111096
11.48,-63.79038571894736
11.500000000000002,-63.69653032063602
11.520000000000001,-63.665245187865565
11.540000000000001,-63.602674922324674
11.56,-63.383678992931515
11.580000000000002,-63.19596819630882
11.600000000000001,-63.227253329079275
11.620000000000001,-63.10211279799748
11.64,-63.03954253245657
11.66,-62.851831735833876
11.680000000000001,-62.66412093921117
11.700000000000001,-62.570265540899825
11.72,-62.69540607198162
11.74,-62.47641014258847
11.760000000000002,-62.16355881488397
11.780000000000001,-62.16355881488397
11.8,-62.25741421319532
11.82,-61.975848018261274
11.840000000000002,-61.85070748717948
11.860000000000001,-61.88199261994992
11.880000000000003,-61.78813722163858
11.9,-61.662996690556774
11.920000000000002,-61.44400076116362
11.940000000000001,-61.44400076116362
11.96,-61.38143049562272
11.98,-61.16243456622958
12.0,-61.09986430068867
12.020000000000001,-61.09986430068867
12.040000000000001,-61.06857916791822
12.06,-60.943438636836426
12.08,-60.75572784021373
12.100000000000001,-60.661872441902375
12.120000000000001,-60.47416164527967
12.140000000000002,-60.50544677805013
12.16,-60.44287651250923
12.180000000000001,-60.50544677805013
12.200000000000001,-60.16131031757518
12.220000000000002,-60.036169786493375
12.24,-59.973599520952476
12.260000000000002,-59.879744122641135
12.280000000000001,-59.879744122641135
12.3,-59.81717385710023
12.32,-59.66074819324798
12.34,-59.47303739662528
12.360000000000001,-59.44175226385483
12.38,-59.41046713108438
12.400000000000002,-59.19147120169123
12.42,-59.12890093615033
12.440000000000001,-59.12890093615033
12.46,-58.972475272298084
12.480000000000002,-58.72219421013448
12.5,-58.87861987398673
12.520000000000001,-58.81604960844583
12.540000000000001,-58.628338811823134
12.560000000000002,-58.44062801520043
12.58,-58.37805774965953
12.600000000000001,-58.284202351348185
12.620000000000001,-58.19034695303684
12.64,-58.22163208580728
12.660000000000002,-58.12777668749593
12.68,-57.87749562533234
12.700000000000001,-57.78364022702098
12.72,-57.75235509425054
12.740000000000002,-57.72106996148008
12.76,-57.50207403208694
12.780000000000001,-57.50207403208694
12.8,-57.251792969923336
12.820000000000002,-57.37693350100514
12.84,-57.18922270438244
12.860000000000001,-57.00151190775974
12.88,-56.90765650944839
12.900000000000002,-56.93894164221884
12.920000000000002,-56.84508624390749
12.940000000000001,-56.657375447284785
12.96,-56.688660580055235
12.98,-56.59480518174389
13.000000000000002,-56.25066872126894
13.02,-56.15681332295759
13.040000000000001,-56.34452411958029
13.06,-56.25066872126894
13.080000000000002,-55.96910252633489
13.100000000000001,-55.96910252633489
13.120000000000001,-56.000387659105336
13.14,-56.000387659105336
13.160000000000002,-55.71882146417129
13.180000000000001,-55.624966065859944
13.200000000000001,-55.68753633140084
13.22,-55.4685404020077
13.240000000000002,-55.312114738155444
13.260000000000002,-55.37468500369634
13.280000000000001,-55.21825933984409
13.3,-54.99926341045094
13.32,-55.03054854322139
13.340000000000002,-55.09311880876229
13.360000000000001,-54.81155261382825
13.38,-54.49870128612375
13.4,-54.623841817205545
13.420000000000002,-54.592556684435095
13.440000000000001,-54.43613102058285
13.46,-54.18584995841925
13.48,-54.46741615335329
13.500000000000002,-54.37356075504195
13.520000000000001,-54.029424294566994
13.540000000000001,-53.966854029026095
13.56,-54.12327969287835
13.580000000000002,-54.06070942733745
13.600000000000001,-53.7791432324034
13.620000000000003,-53.685287834092044
13.64,-53.7791432324034
13.66,-53.56014730301025
13.680000000000001,-53.591432435780696
13.700000000000001,-53.3411513736171
13.72,-53.24729597530575
13.74,-53.4662919046989
13.760000000000002,-53.4662919046989
13.780000000000001,-52.997014913142145
13.8,-52.87187438206035
13.82,-52.93444464760125
13.840000000000002,-52.903159514830804
13.860000000000001,-52.74673385097855
13.880000000000003,-52.6528784526672
13.9,-52.55902305435585
13.920000000000002,-52.590308187126304
13.940000000000001,-52.402597390503594
13.960000000000003,-52.30874199219225
13.98,-52.37131225773315
14.0,-52.340027124962695
14.020000000000001,-52.2148865938809
14.040000000000001,-52.18360146111045
14.06,-52.0271757972582
14.08,-51.9646055317173
14.100000000000001,-51.99589066448775
14.120000000000001,-51.9646055317173
14.140000000000002,-51.8394650006355
14.16,-51.8394650006355
14.180000000000001,-51.870750133405956
14.200000000000001,-51.74560960232415
14.220000000000002,-51.620469071242354
14.24,-51.557898805701456
14.260000000000002,-51.49532854016056
14.280000000000001,-51.620469071242354
14.300000000000002,-51.5891839384719
14.32,-51.3389028763083
14.34,-51.43275827461966
14.360000000000001,-51.37018800907875
14.38,-51.307617743537854
14.400000000000002,-51.245047477996955
14.42,-51.11990694691516
14.440000000000001,-50.963481283062904
14.46,-50.900911017522006
14.480000000000002,-51.0260515486038
14.5,-50.99476641583336
14.520000000000001,-50.74448535366975
14.540000000000001,-50.83834075198111
14.560000000000002,-50.93219615029245
14.58,-50.93219615029245
14.600000000000001,-50.588059689817506
14.620000000000001,-50.49420429150615
14.640000000000002,-50.46291915873571
14.660000000000002,-50.556774557047056
14.68,-50.556774557047056
14.700000000000001,-50.40034889319481
14.72,-50.40034889319481
14.740000000000002,-50.33777862765391
14.76,-50.306493494883455
14.780000000000001,-50.21263809657211
14.8,-50.08749756549031
14.820000000000002,-50.02492729994941
14.840000000000002,-50.243923229342556
14.860000000000001,-50.15006783103121
14.88,-49.96235703440851
14.900000000000002,-49.89978676886761
14.920000000000002,-50.02492729994941
14.940000000000001,-50.08749756549031
14.96,-50.15006783103121
14.980000000000002,-49.931071901638056
15.000000000000002,-49.96235703440851
15.02,-50.08749756549031
15.040000000000001,-50.02492729994941
15.06,-49.931071901638056
15.080000000000002,-49.86850163609716
15.100000000000001,-49.96235703440851
15.120000000000001,-49.931071901638056
15.14,-49.931071901638056
15.160000000000002,-49.96235703440851
15.180000000000001,-49.931071901638056
15.200000000000001,-49.71207597224491
15.22,-49.71207597224491
15.240000000000002,-49.83721650332671
15.260000000000002,-49.83721650332671
15.280000000000001,-49.83721650332671
15.3,-49.74336110501536
15.320000000000002,-49.80593137055626
15.340000000000002,-49.680790839474454
15.360000000000003,-49.71207597224491
15.38,-49.64950570670401
15.4,-49.89978676886761
15.420000000000002,-49.64950570670401
15.440000000000001,-49.680790839474454
15.46,-49.80593137055626
15.48,-49.77464623778581
15.500000000000002,-49.680790839474454
15.520000000000001,-49.80593137055626
15.540000000000001,-49.96235703440851
15.56,-49.80593137055626
15.580000000000002,-50.02492729994941
15.600000000000001,-50.11878269826076
15.620000000000003,-50.02492729994941
15.64,-49.931071901638056
15.66,-50.05621243271985
15.680000000000003,-50.05621243271985
15.700000000000003,-50.08749756549031
15.72,-50.15006783103121
15.74,-50.243923229342556
15.76,-50.33777862765391
15.780000000000003,-50.21263809657211
15.8,-50.18135296380166
15.82,-50.36906376042435
15.84,-50.306493494883455
15.860000000000003,-50.36906376042435
15.880000000000003,-50.33777862765391
15.9,-50.306493494883455
15.92,-50.49420429150615
15.940000000000003,-50.46291915873571
15.960000000000003,-50.306493494883455
15.98,-50.33777862765391
16.0,-50.556774557047056
16.020000000000003,-50.588059689817506
16.040000000000003,-50.49420429150615
16.060000000000002,-50.650629955358404
16.080000000000002,-50.7132002208993
16.1,-50.681915088128854
16.12,-50.80705561921065
16.14,-50.650629955358404
16.16,-50.588059689817506
16.18,-50.619344822587955
16.200000000000003,-50.83834075198111
16.220000000000002,-50.83834075198111
16.240000000000002,-50.74448535366975
16.26,-50.86962588475155
16.28,-50.80705561921065
16.3,-50.86962588475155
16.32,-51.05733668137426
16.34,-51.05733668137426
16.360000000000003,-50.86962588475155
16.380000000000003,-50.900911017522006
16.400000000000002,-50.963481283062904
16.42,-50.963481283062904
16.44,-50.900911017522006
16.46,-50.900911017522006
16.48,-50.93219615029245
16.5,-50.900911017522006
16.52,-50.93219615029245
16.540000000000003,-50.99476641583336
16.560000000000002,-50.900911017522006
16.580000000000002,-50.99476641583336
16.6,-50.86962588475155
16.620000000000005,-50.93219615029245
16.64,-50.963481283062904
16.66,-51.0260515486038
16.68,-50.93219615029245
16.700000000000003,-50.83834075198111
16.720000000000002,-50.99476641583336
16.740000000000002,-51.05733668137426
16.76,-51.11990694691516
16.78,-51.0260515486038
16.8,-50.83834075198111
16.82,-51.0260515486038
16.84,-50.900911017522006
16.86,-51.0886218141447
16.880000000000003,-51.0260515486038
16.900000000000002,-50.900911017522006
16.92,-50.77577048644021
16.94,-50.83834075198111
16.960000000000004,-51.05733668137426
16.98,-50.900911017522006
17.0,-50.900911017522006
17.02,-51.05733668137426
17.040000000000003,-50.963481283062904
17.060000000000002,-50.93219615029245
17.080000000000002,-51.0886218141447
17.1,-51.0886218141447
17.12,-51.1511920796856
17.140000000000004,-51.11990694691516
17.16,-51.1511920796856
17.18,-51.213762345226506
17.2,-51.05733668137426
17.220000000000002,-51.0260515486038
17.240000000000002,-51.245047477996955
17.26,-51.245047477996955
17.28,-51.4014731418492
17.300000000000004,-51.245047477996955
17.32,-51.18247721245606
17.34,-51.213762345226506
17.36,-51.245047477996955
17.380000000000003,-51.1511920796856
17.400000000000002,-51.0260515486038
17.42,-51.245047477996955
17.44,-51.307617743537854
17.46,-51.213762345226506
17.480000000000004,-51.213762345226506
17.5,-51.3389028763083
17.52,-51.3389028763083
17.54,-51.4014731418492
17.560000000000002,-51.276332610767405
17.580000000000002,-51.3389028763083
