Time (ms),Signal (mV)
0.0,-67.70102731525361
0.02,-67.6384570497127
0.04,-67.6384570497127
0.06000000000000001,-67.66974218248316
0.08,-67.73231244802405
0.1,-67.54460165140136
0.12000000000000002,-67.57588678417181
0.14,-67.70102731525361
0.16,-67.57588678417181
0.18000000000000002,-67.48203138586045
0.2,-67.66974218248316
0.22,-67.54460165140136
0.24000000000000005,-67.66974218248316
0.26,-67.6384570497127
0.28,-67.6384570497127
0.30000000000000004,-67.57588678417181
0.32,-67.60717191694225
0.34,-67.6384570497127
0.36000000000000004,-67.57588678417181
0.38,-67.5133165186309
0.4,-67.57588678417181
0.42000000000000004,-67.54460165140136
0.44,-67.54460165140136
0.46,-67.54460165140136
0.4800000000000001,-67.54460165140136
0.5,-67.60717191694225
0.52,-67.60717191694225
0.54,-67.6384570497127
0.56,-67.6384570497127
0.58,-67.60717191694225
0.6000000000000001,-67.60717191694225
0.62,-67.60717191694225
0.64,-67.60717191694225
0.6600000000000001,-67.6384570497127
0.68,-67.6384570497127
0.7000000000000001,-67.60717191694225
0.7200000000000001,-67.57588678417181
0.7400000000000001,-67.60717191694225
0.76,-67.54460165140136
0.7800000000000001,-67.57588678417181
0.8,-67.54460165140136
0.8200000000000001,-67.6384570497127
0.8400000000000001,-67.54460165140136
0.8600000000000001,-67.6384570497127
0.88,-67.66974218248316
0.9000000000000001,-67.57588678417181
0.92,-67.54460165140136
0.9400000000000001,-67.57588678417181
0.9600000000000002,-67.5133165186309
0.9800000000000002,-67.57588678417181
1.0,-67.54460165140136
1.02,-67.66974218248316
1.04,-67.5133165186309
1.0600000000000003,-67.5133165186309
1.08,-67.41946112031955
1.1,-67.5133165186309
1.12,-67.57588678417181
1.1400000000000001,-67.54460165140136
1.16,-67.57588678417181
1.1800000000000002,-67.6384570497127
1.2000000000000002,-67.54460165140136
1.2200000000000002,-67.54460165140136
1.24,-67.5133165186309
1.26,-67.5133165186309
1.28,-67.5133165186309
1.3000000000000003,-67.54460165140136
1.3200000000000003,-67.45074625309002
1.34,-67.66974218248316
1.36,-67.54460165140136
1.3800000000000001,-67.6384570497127
1.4000000000000001,-67.54460165140136
1.42,-67.41946112031955
1.4400000000000002,-67.5133165186309
1.4600000000000002,-67.5133165186309
1.4800000000000002,-67.57588678417181
1.5,-67.54460165140136
1.52,-67.57588678417181
1.54,-67.5133165186309
1.5600000000000003,-67.45074625309002
1.58,-67.45074625309002
1.6,-67.41946112031955
1.62,-67.48203138586045
1.6400000000000001,-67.57588678417181
1.6600000000000001,-67.54460165140136
1.6800000000000002,-67.5133165186309
1.7000000000000002,-67.35689085477865
1.7200000000000002,-67.60717191694225
1.7400000000000002,-67.54460165140136
1.76,-67.57588678417181
1.78,-67.54460165140136
1.8000000000000003,-67.5133165186309
1.8200000000000003,-67.54460165140136
1.84,-67.57588678417181
1.86,-67.48203138586045
1.8800000000000001,-67.48203138586045
1.9000000000000001,-67.5133165186309
1.9200000000000004,-67.41946112031955
1.9400000000000002,-67.41946112031955
1.9600000000000004,-67.41946112031955
1.98,-67.5133165186309
2.0,-67.54460165140136
2.02,-67.5133165186309
2.04,-67.54460165140136
2.06,-67.48203138586045
2.08,-67.45074625309002
2.1,-67.48203138586045
2.1200000000000006,-67.48203138586045
2.14,-67.3881759875491
2.16,-67.41946112031955
2.18,-67.54460165140136
2.2,-67.5133165186309
2.22,-67.48203138586045
2.24,-67.54460165140136
2.2600000000000002,-67.54460165140136
2.2800000000000002,-67.41946112031955
2.3000000000000003,-67.48203138586045
2.32,-67.48203138586045
2.34,-67.45074625309002
2.3600000000000003,-67.54460165140136
2.3800000000000003,-67.57588678417181
2.4000000000000004,-67.45074625309002
2.4200000000000004,-67.41946112031955
2.4400000000000004,-67.41946112031955
2.4600000000000004,-67.45074625309002
2.48,-67.41946112031955
2.5,-67.41946112031955
2.52,-67.41946112031955
2.54,-67.45074625309002
2.56,-67.45074625309002
2.58,-67.3881759875491
2.6000000000000005,-67.35689085477865
2.6200000000000006,-67.41946112031955
2.6400000000000006,-67.41946112031955
2.66,-67.2630354564673
2.68,-67.35689085477865
2.7,-67.32560572200822
2.72,-67.3881759875491
2.74,-67.41946112031955
2.7600000000000002,-67.35689085477865
2.7800000000000002,-67.3881759875491
2.8000000000000003,-67.35689085477865
2.82,-67.45074625309002
2.84,-67.3881759875491
2.8600000000000003,-67.32560572200822
2.8800000000000003,-67.35689085477865
2.9000000000000004,-67.3881759875491
2.9200000000000004,-67.41946112031955
2.9400000000000004,-67.3881759875491
2.9600000000000004,-67.3881759875491
2.9800000000000004,-67.5133165186309
3.0,-67.48203138586045
3.02,-67.41946112031955
3.04,-67.5133165186309
3.06,-67.45074625309002
3.08,-67.41946112031955
3.1000000000000005,-67.48203138586045
3.1200000000000006,-67.48203138586045
3.1400000000000006,-67.45074625309002
3.16,-67.5133165186309
3.18,-67.48203138586045
3.2,-67.48203138586045
3.22,-67.54460165140136
3.24,-67.5133165186309
3.2600000000000002,-67.41946112031955
3.2800000000000002,-67.45074625309002
3.3000000000000003,-67.3881759875491
3.3200000000000003,-67.3881759875491
3.3400000000000003,-67.48203138586045
3.3600000000000003,-67.41946112031955
3.3800000000000003,-67.41946112031955
3.4000000000000004,-67.41946112031955
3.4200000000000004,-67.48203138586045
3.4400000000000004,-67.48203138586045
3.4600000000000004,-67.45074625309002
3.4800000000000004,-67.45074625309002
3.5,-67.45074625309002
3.52,-67.41946112031955
3.54,-67.48203138586045
3.56,-67.3881759875491
3.58,-67.3881759875491
3.6000000000000005,-67.45074625309002
3.6200000000000006,-67.48203138586045
3.6400000000000006,-67.3881759875491
3.6600000000000006,-67.41946112031955
3.68,-67.48203138586045
3.7,-67.41946112031955
3.72,-67.45074625309002
3.74,-67.48203138586045
3.7600000000000002,-67.41946112031955
3.7800000000000002,-67.3881759875491
3.8000000000000003,-67.3881759875491
3.8200000000000003,-67.45074625309002
3.8400000000000007,-67.45074625309002
3.8600000000000003,-67.41946112031955
3.8800000000000003,-67.45074625309002
3.9000000000000004,-67.48203138586045
3.920000000000001,-67.45074625309002
3.94,-67.3881759875491
3.96,-67.5133165186309
3.98,-67.48203138586045
4.0,-67.41946112031955
