Mid_Current_nA,InputResistance_GOhm
-0.095,0.09
-0.08499999999999999,0.096
-0.07500000000000001,0.102
-0.065,0.108
-0.055,0.114
-0.045,0.121
-0.035,0.127
-0.025,0.133
-0.015,0.136
-0.005,0.137
0.005,0.136
0.015,0.132
0.025,0.126
0.035,0.119
0.045,0.112
0.055,0.105
0.065,0.098
0.07500000000000001,0.092
0.08499999999999999,0.087
0.095,0.082
0.10500000000000001,0.078
0.11499999999999999,0.074
0.125,0.071
0.135,0.068
0.14500000000000002,0.065
0.155,0.062
0.165,0.06
0.175,0.058
0.185,0.056
0.195,0.054
0.20500000000000002,0.052
0.215,0.05
0.225,0.049
0.235,0.047
0.245,0.046
0.255,0.044
0.265,0.043
0.275,0.042
0.28500000000000003,0.041
