gna_opt,gkht_opt,gklt_opt,gh_opt,gka_opt,cam,kam,cbm,kbm,cah,kah,cbh,kbh,opt_stim,rest,peak,amp,threshold,latency,width,AHP
173.50,171.60,2.00,5.96,2.52,76.40,0.037,6.93,-0.043,0.00053,-0.0909,0.79,0.069,0.03,-68.63161875576381,14.194303906770598,46.088963012242374,-31.894659105471778,52.399999999998144,241.32,-71.77869055956073
