time_ms,exp_voltage_mV,sim_voltage_mV
240.22000000000003,-49.08637331683591,-54.81229655530202
240.24,-48.83609225467231,-54.728170890029354
240.26000000000002,-48.74223685636096,-54.64432901572816
240.28000000000003,-48.99251791852456,-54.56076969929117
240.3,-48.867377387442765,-54.47749141155295
240.32,-48.929947652983664,-54.39449233388702
240.34000000000003,-48.80480712190186,-54.31177036445249
240.36,-48.67966659082006,-54.22932312408442
240.38000000000002,-48.80480712190186,-54.14714796182052
240.40000000000003,-48.71095172359051,-54.06524196006645
240.42000000000002,-48.58581119250871,-53.98360193939336
240.44000000000003,-48.74223685636096,-53.90222459332405
240.46,-48.77352198913141,-53.82110688470514
240.48000000000002,-48.64838145804961,-53.74024553425839
240.50000000000003,-48.49195579419737,-53.65963702339127
240.52,-48.617096325279164,-53.57927759675151
240.54000000000002,-48.71095172359051,-53.49916326456247
240.56000000000003,-48.67966659082006,-53.41928980471853
240.58,-48.617096325279164,-53.339652764620304
240.6,-48.67966659082006,-53.26024746273489
240.62000000000003,-48.77352198913141,-53.181068989867654
240.64000000000001,-48.71095172359051,-53.1021122101339
240.66000000000003,-48.67966659082006,-53.02337176161653
240.68000000000004,-48.71095172359051,-52.94484205670471
240.70000000000002,-48.64838145804961,-52.86651774685383
240.72000000000003,-48.554526059738265,-52.78839346308794
240.74,-48.554526059738265,-52.710463620254934
240.76000000000002,-48.52324092696781,-52.63272241550734
240.78000000000003,-48.49195579419737,-52.555163826570436
240.8,-48.46067066142691,-52.47778160979236
240.82,-48.554526059738265,-52.40056929794671
240.84000000000003,-48.52324092696781,-52.32352019775992
240.86,-48.30424499757466,-52.24662738713805
240.88000000000002,-48.42938552865646,-52.16988371206627
240.90000000000003,-48.39810039588601,-52.09328178316309
240.92000000000002,-48.39810039588601,-52.016813971863115
240.94000000000003,-48.39810039588601,-51.94047240620855
240.96,-48.179104466492866,-51.86424948562698
240.98000000000002,-48.272959864804214,-51.78813751548478
241.00000000000003,-48.30424499757466,-51.71212855687393
241.02,-48.33553013034511,-51.63621442022217
241.04000000000002,-48.30424499757466,-51.56038665857532
241.06000000000003,-48.21038959926331,-51.48463656053418
241.08,-48.11653420095197,-51.408955142796835
241.10000000000002,-48.14781933372241,-51.33333314226202
241.12000000000003,-48.14781933372241,-51.257761007650515
241.14000000000001,-48.179104466492866,-51.182228890599674
241.16000000000003,-48.179104466492866,-51.10672663618881
241.18000000000004,-48.241674732033765,-51.03124377285298
241.20000000000002,-48.21038959926331,-50.955769501638656
241.22000000000003,-48.179104466492866,-50.88029307352125
241.24,-48.179104466492866,-50.804803676303
241.26000000000002,-48.241674732033765,-50.72929015274232
241.28000000000003,-48.11653420095197,-50.65374098648492
241.3,-48.02267880264061,-50.57814428724908
241.32,-48.08524906818151,-50.502487775258295
241.34000000000003,-48.02267880264061,-50.426758764837054
241.36,-48.05396393541106,-50.35094414708518
241.38000000000002,-47.991393669870156,-50.27503037154112
241.40000000000003,-47.960108537099714,-50.19900342675009
241.42000000000002,-47.86625313878836,-50.12284881964017
241.44000000000003,-47.86625313878836,-50.04655155361127
241.46,-47.70982747493611,-49.97009610523551
241.48000000000002,-47.77239774047701,-49.89346665575148
241.50000000000003,-47.77239774047701,-49.81664722087883
241.52,-47.67854234216566,-49.73962123486174
241.54000000000002,-47.80368287324746,-49.66237152060305
241.56000000000003,-47.584686943854315,-49.584880257928866
241.58,-47.55340181108386,-49.507128949945624
241.60000000000002,-47.647257209395214,-49.42909838730492
241.62000000000003,-47.615972076624764,-49.350768610179735
241.64000000000001,-47.52211667831342,-49.27211886774154
241.66000000000003,-47.49083154554296,-49.19312757491599
241.68,-47.52211667831342,-49.1137722661789
241.70000000000002,-47.39697614723162,-49.034029546131094
241.72000000000003,-47.42826128000206,-48.95387503657536
241.74,-47.39697614723162,-48.87328369058709
241.76000000000002,-47.42826128000206,-48.792229656196994
241.78000000000003,-47.39697614723162,-48.71068594779054
241.8,-47.39697614723162,-48.62862437670509
241.82,-47.334405881690714,-48.5460154767224
241.84000000000003,-47.303120748920264,-48.46282842408798
241.86,-47.303120748920264,-48.379030951521635
241.88000000000002,-47.303120748920264,-48.29458925562962
241.90000000000003,-47.17798021783847,-48.20946789708047
241.92000000000002,-47.17798021783847,-48.123629692832665
241.94000000000003,-47.11540995229756,-48.037035599635054
241.96,-47.08412481952712,-47.94964458793746
241.98000000000002,-47.08412481952712,-47.86141386394598
242.00000000000003,-46.990269421215764,-47.77229865453484
242.02,-47.02155455398622,-47.68225179583635
242.04000000000002,-46.990269421215764,-47.591223560090576
242.06000000000003,-46.73998835905217,-47.49916146722445
242.08,-46.77127349182262,-47.406010079655545
242.10000000000002,-46.70870322628172,-47.311710778474506
242.12000000000003,-46.70870322628172,-47.21620151893355
242.14000000000001,-46.73998835905217,-47.11941656290726
242.16000000000003,-46.64613296074082,-47.021286185698145
242.18,-46.55227756242947,-46.921736354217245
242.20000000000002,-46.42713703134767,-46.82068883043523
242.22000000000003,-46.52099242965902,-46.71806049175687
242.24,-46.39585189857721,-46.613762787557576
242.26000000000002,-46.45842216411811,-46.507701268281586
242.28000000000003,-46.45842216411811,-46.3997750644094
242.3,-46.45842216411811,-46.28987630893701
242.32000000000002,-46.39585189857721,-46.1778894959695
242.34000000000003,-46.42713703134767,-46.06369076691047
242.36,-46.39585189857721,-45.947147114406846
242.38000000000002,-46.23942623472497,-45.82811571241699
242.40000000000003,-46.333281633036314,-45.70644300198003
242.42000000000002,-46.14557083641362,-45.58196333356883
242.44000000000003,-46.333281633036314,-45.45449771464297
242.46,-46.333281633036314,-45.323852396781355
242.48000000000002,-46.23942623472497,-45.189817277945615
242.50000000000003,-46.14557083641362,-45.05216409077864
242.52,-46.05171543810227,-44.91064434246925
242.54000000000002,-46.08300057087271,-44.76498716045979
242.56000000000003,-45.77014924316822,-44.614896570568085
242.58,-45.83271950870912,-44.46004832119325
242.60000000000002,-45.80143437593867,-44.30008634157149
242.62000000000003,-45.551153313775075,-44.13461864941274
242.64000000000001,-45.58243844654552,-43.96321260502256
242.66000000000003,-45.488583048234176,-43.78538938245856
242.68,-45.488583048234176,-43.600617521546106
242.70000000000002,-45.33215738438192,-43.40830539230269
242.72000000000003,-45.175731720529676,-43.207792266398314
242.74,-45.11316145498877,-42.998337739366775
242.76000000000002,-45.08187632221832,-42.779109132034066
242.78000000000003,-45.11316145498877,-42.549165878250186
242.8,-44.95673579113652,-42.307441919268946
242.82000000000002,-44.80031012728427,-42.05272374250612
242.84000000000003,-44.67516959620247,-41.78362362815063
242.86,-44.45617366680933,-41.49854574799995
242.88000000000002,-44.42488853403887,-41.19564635576431
242.90000000000003,-44.299748002957074,-40.87278361651152
242.92000000000002,-44.14332233910483,-40.52745341413046
242.94000000000003,-44.17460747187527,-40.156708627573316
242.96,-43.893041276941226,-39.75705844337501
242.98000000000002,-43.76790074585943,-39.324334512608914
243.00000000000003,-43.51761968369582,-38.853520254648494
243.02,-43.236053488761776,-38.33852576390984
243.04,-43.14219809045043,-37.771886299537734
243.06000000000003,-42.954487293827725,-37.14436148373687
243.08,-42.641635966123225,-36.44438766376772
243.10000000000002,-42.39135490395963,-35.6573260853731
243.12000000000003,-42.20364410733693,-34.764425804225084
243.14000000000001,-41.95336304517333,-33.741374927095485
243.16000000000003,-41.70308198300973,-32.55628189601306
243.18,-41.07737932760074,-31.16689316643884
243.20000000000002,-40.42039153942129,-29.516887196696004
243.22000000000003,-39.54440782184869,-27.531356988987646
243.24,-38.32428764380114,-25.11258422611054
243.26000000000002,-36.44717967757415,-22.139990237214153
243.28000000000003,-33.38123666607005,-18.484561640753782
243.3,-28.813607281584368,-14.057885773894293
243.32000000000002,-23.244853648444284,-8.91478840865684
243.34000000000003,-16.70626089942025,-3.3736022967975248
243.36,-9.479395229446324,1.9892409947946688
243.38000000000002,-2.2212444267019436,6.565300509459475
243.40000000000003,3.53522000306084,9.972011480075727
243.42000000000002,7.383291333826179,12.114599216836222
243.44000000000003,9.479395229446324,13.09315158957471
243.46,10.16766815039622,13.093160095149285
243.48000000000002,9.573250627757673,12.316299045488782
243.50000000000003,7.821283192612478,10.947552472050887
243.52,4.911765844960636,9.143406269397078
243.54000000000002,1.2826904435884463,7.030263472390285
243.56000000000003,-2.9408024804222914,4.707093917948545
243.58,-7.414576466596628,2.24943842817469
243.60000000000002,-12.044776116623217,-0.28647559600205896
243.62000000000003,-16.862686563272504,-2.859936902226297
243.64000000000001,-21.24260515113549,-5.4423935274548265
243.66000000000003,-25.622523738998478,-8.014533726858708
243.68,-29.846016663009213,-10.563783443740492
243.70000000000002,-33.850513657626806,-13.082185195853773
243.72000000000003,-37.542159324539895,-15.564659217246723
243.74,-41.202519858682535,-18.007638197309202
243.76000000000002,-44.237177737416175,-20.408110272073326
243.78000000000003,-46.990269421215764,-22.763074896691236
243.8,-49.4617949100813,-25.069412099773764
243.82000000000002,-51.4014731418492,-27.32403526088507
243.84000000000003,-53.0283000459126,-29.52405749474656
243.86,-54.49870128612375,-31.666534543289522
243.88000000000002,-55.843961995253096,-33.74733224766192
243.90000000000003,-56.71994571282569,-35.75919531663918
243.92000000000002,-57.56464429762784,-37.69031139494217
243.94000000000003,-58.315487484118634,-39.525690504988404
243.96,-58.75347934290493,-41.25208202251492
243.98000000000002,-59.25404146723213,-42.862788720741555
244.00000000000003,-59.56689279493663,-44.358032131321174
244.02,-59.91102925541158,-45.74210895930245
244.04000000000002,-60.06745491926383,-47.02107380198076
244.06000000000003,-60.349021114197875,-48.20172461646728
244.08,-60.661872441902375,-49.29112748816479
244.10000000000002,-60.630587309131926,-50.296311556869696
244.12000000000003,-60.78701297298417,-51.22406606060846
244.14000000000001,-60.91215350406598,-52.08081187060545
244.16000000000003,-60.974723769606875,-52.872528433742595
244.18,-60.943438636836426,-53.60472239214633
244.20000000000002,-61.09986430068867,-54.2824224568923
244.22000000000003,-61.037294035147774,-54.91019161398032
244.24,-60.974723769606875,-55.49215324555811
244.26000000000002,-61.06857916791822,-56.032025157345274
244.28000000000003,-61.13114943345913,-56.533150813912236
244.3,-61.037294035147774,-56.998539088666895
244.32000000000002,-61.037294035147774,-57.430894333024476
244.34000000000003,-60.91215350406598,-57.8326530980851
244.36,-60.943438636836426,-58.20601055817812
244.38000000000002,-60.88086837129553,-58.55294958103001
244.4,-60.974723769606875,-58.87526492327373
244.42000000000002,-60.91215350406598,-59.17458414437666
244.44000000000003,-60.91215350406598,-59.45238795581168
244.46,-60.91215350406598,-59.71002689974388
244.48000000000002,-61.006008902377324,-59.94873573747698
244.50000000000003,-60.91215350406598,-60.169646601615234
244.52,-60.84958323852507,-60.373801018945166
244.54000000000002,-60.943438636836426,-60.56215942017912
244.56000000000003,-60.974723769606875,-60.73560969917171
244.58,-60.943438636836426,-60.894974836820026
244.60000000000002,-60.974723769606875,-61.04101955512413
244.62000000000003,-60.974723769606875,-61.17445621440445
244.64000000000001,-60.943438636836426,-61.29595000462593
244.66000000000003,-61.09986430068867,-61.40612318431718
244.68,-61.09986430068867,-61.50555900314128
244.70000000000002,-61.09986430068867,-61.594805154921936
244.72000000000003,-61.06857916791822,-61.674376824690846
244.74,-61.006008902377324,-61.74475938447331
244.76000000000002,-61.09986430068867,-61.80641078485738
244.78000000000003,-61.13114943345913,-61.85976368277882
244.8,-61.09986430068867,-61.90522734026353
244.82000000000002,-61.19371969900003,-61.94318932397564
244.84000000000003,-61.13114943345913,-61.974017031224214
244.86,-61.16243456622958,-61.998059064486846
244.88000000000002,-61.318860230081825,-62.01564647342537
244.9,-61.19371969900003,-62.02709390943805
244.92000000000002,-61.19371969900003,-62.03270061340893
244.94000000000003,-61.256289964540926,-62.032751345783154
244.96,-61.22500483177048,-62.02751724087255
244.98000000000002,-61.287575097311375,-62.017256590849364
245.00000000000003,-61.35014536285228,-62.002215567279684
245.02,-61.41271562839318,-61.9826288870044
245.04000000000002,-61.47528589393408,-61.958720467941696
245.06000000000003,-61.569141292245426,-61.93070397654993
245.08,-61.50657102670452,-61.8987833538325
245.10000000000002,-61.47528589393408,-61.86315331028057
245.12000000000003,-61.600426425015876,-61.82399978804061
245.14000000000001,-61.53785615947498,-61.7815003933258
245.16000000000003,-61.569141292245426,-61.73582480172977
245.18,-61.569141292245426,-61.68713513878872
