gleak,gklt,gh,erev,gna,gkht,gka,cam,kam,cbm,kbm,cah,kah,cbh,kbh,can,kan,cbn,kbn,cap,kap,cbp,kbp,stim_amp
6.267219097839647,0.0,1.226179093868456,-70.96925847332749,116.09312736811103,371.16323601587374,74.1406455881196,80.72069203916278,0.034728782525515055,6.378390070764517,-0.03973774512823443,0.0005174475253503443,-0.08670618695282752,0.8296090885334566,0.065950609230017,0.2957999871762092,0.04050910501303597,0.20294264124468686,0.0,0.007086337671007773,-0.18412387611833683,0.09674213278842264,0.006135853938082829,0.07369919544410931
