gleak,gklt,gh,erev,gna,gkht,gka,cam,kam,cbm,kbm,cah,kah,cbh,kbh,can,kan,cbn,kbn,cap,kap,cbp,kbp,stim_amp
3.457207600723181,1.0,5.9609737362630546,-69.31923285483944,134.3965207066684,140.51278070783314,140.97639997590653,76.40188014950874,0.037000717182817625,6.931130212176964,-0.04300200839311756,0.0005330090184506483,-0.09090682252538507,0.7870545573368919,0.06910617679743648,0.27189289738126643,0.040002311917001876,0.1974126581966006,0.0,0.007129964359264988,-0.19420357168458455,0.09349757542838615,0.00579990186993358,0.03999677546457677
