gleak,gklt,gh,erev,gna,gkht,gka,cam,kam,cbm,kbm,cah,kah,cbh,kbh,can,kan,cbn,kbn,cap,kap,cbp,kbp,stim_amp
4.720961596893943,19.46915863933437,13.206681410285865,-80.0,220.14396393806655,100.10200909979719,140.4116366060735,76.39751318871622,0.03699816631842801,6.9305237820542995,-0.04299882438787688,0.0005330127280889364,-0.09089443019531555,0.7870125967698749,0.0690985820753273,0.2719070610625793,0.040002759430103,0.19741599429721252,0.0,0.0071297543411950924,-0.19421148832033958,0.09350458712949562,0.005800209214188365,0.20002645500852684
