gleak,gklt,gh,erev,gna,gkht,gka,cam,kam,cbm,kbm,cah,kah,cbh,kbh,can,kan,cbn,kbn,cap,kap,cbp,kbp,stim_amp
7.48,13.008067336306688,5.004999999999999,-78.68515794143018,380.0,20.0,1.0,76.40764,0.036996299999999996,6.9301589148,-0.0429957,0.0005330533,-0.09090909,0.7869213,0.06910691,0.27187280999999996,0.040004,0.19741973999999998,0.0,0.007129287,-0.19418058000000002,0.09350935,0.00579942,0.030029999999999994
