gleak,gklt,gh,erev,gna,gkht,cam,kam,cbm,kbm,cah,kah,cbh,kbh,can,kan,cbn,kbn,cap,kap,cbp,kbp,stim_amp,AP_threshold,AP_peak,AP_amplitude,AP_halfwidth,AP_AHP,AP_spike latency,AP_spike time
6.665218505575767,54.67177559602574,5.4703659975318795,-80.99824254747298,381.7736353986593,1890.7935467962368,76.47143876393584,0.043075791334562,18.508784508395912,-0.0100016685562731,0.0090890406851198,-0.1098199253543504,3.993347395006285,0.0926171998615084,0.2149000230618229,0.0194323499200666,0.1338883666224055,0.4842600351403493,0.0063764088556011,0.0909905203713248,0.0789658328448386,0.0067009417478142,0.3619422640766772,-52.6570445331764,24.702776612207003,77.3598211453834,0.0249999999999985,-80.6713358817195,-89.27500000000013,11.724999999999868
6.665218505575767,54.67177559602574,5.4703659975318795,-80.99824254747298,1197.1730895669605,1677.7979748932585,139.80448101950822,0.0153780008681503,81.71257551242641,-0.0292748773937804,0.0021993608881125,-0.0562943725394819,4.496723434864938,0.0804768142606114,0.1132771095062266,0.0272115167310043,0.1282405440314767,0.1413490297046755,0.0057247194797812,0.065617375820939,0.0944628961335193,0.0049713714379849,0.2922489554834982,-50.73425064622045,40.94658192288149,91.68083256910194,,-95.93874295955736,-89.05000000000014,11.949999999999855
6.665218505575767,54.67177559602574,5.4703659975318795,-80.99824254747298,1586.2700712316832,614.747503563162,73.84947129283151,0.0245155985780415,65.75388648473918,-0.0110050433268745,0.0017043705972936,-0.1083798539954661,2.298652865438752,0.0779136011299541,0.1114236149824236,0.0384089596973215,0.1579179494874557,0.0671111688479818,0.0063155389897548,0.0368535214025289,0.0798426127933178,0.0052651836107743,0.2937600764539236,-51.466941771987095,45.51218543347856,96.97912720546566,,-89.47128981809267,-86.1500000000003,14.84999999999969
6.665218505575767,54.67177559602574,5.4703659975318795,-80.99824254747298,815.5374728681037,1746.8667820890876,95.18574407670737,0.0186419058122745,43.53874533053466,-0.0308638468623832,0.0056194875890254,-0.0555906428732825,4.398363730244644,0.0895635261092252,0.1586450828429614,0.0364821271652721,0.2433440837466864,0.2231331924337599,0.0070348517103131,0.0711782328693182,0.075686838032313,0.0062115923236715,0.4263505424947114,-46.67906988514728,34.567209625958135,81.24627951110541,,-94.474824314154,-89.10000000000014,11.899999999999858
6.665218505575767,54.67177559602574,5.4703659975318795,-80.99824254747298,400.2303596255791,1007.626611587296,80.96551641162473,0.0374837675924462,6.512332848589105,-0.0427663767743501,0.0005279473158617,-0.0818671119916881,0.85067151164981,0.0661500109437374,0.2561388011861179,0.0413136766929431,0.1851606609628218,0.0,0.007016330389702,-0.2044640017689241,0.0989002849280699,0.0057688897834739,0.3668032559220916,-59.578408068574326,21.982513407616253,81.56092147619057,0.0499999999999971,-81.45166309911059,-89.62500000000011,11.374999999999888
6.665218505575767,54.67177559602574,5.4703659975318795,-80.99824254747298,420.02647069154654,743.064155751199,83.30190907329253,0.027405541704117,8.310684584739054,-0.0456826389605938,0.0005134663926818,-0.0660156924819917,0.9808320168875042,0.053417877496965,0.3372265746988139,0.0434446619955651,0.2063276218831401,0.0,0.0064372998531504,-0.1579123590269413,0.0731986732331564,0.0058616888669072,0.4341822280291752,-54.33170616421274,9.244622719176212,63.57632888338895,0.0749999999999957,-80.63378393197274,-89.30000000000013,11.69999999999987
6.665218505575767,54.67177559602574,5.4703659975318795,-80.99824254747298,427.7825904477483,439.16709010396033,92.91389708701016,0.0458799881806472,0.9007108821704023,-0.064018386784587,0.0002947154952353,-0.0660348503630571,0.7781401368732773,0.0380403106429383,0.2668139010772619,0.0366065168145186,0.1707631614349611,0.0,0.0060285809213365,-0.1871417347716531,0.0665615726870822,0.0049541610710882,0.2459872215035485,-50.536535972057536,9.12382462392588,59.66036059598342,0.0499999999999971,-81.45124061639709,-89.20000000000013,11.799999999999864
6.665218505575767,59.20520560040036,5.5388781082397855,-80.99824254747298,427.7825904477483,439.16709010396033,92.91389708701016,0.0458799881806472,0.9007108821704023,-0.064018386784587,0.0002947154952353,-0.0660348503630571,0.7781401368732773,0.0380403106429383,0.2668139010772619,0.0366065168145186,0.1707631614349611,0.0,0.0060285809213365,-0.1871417347716531,0.0665615726870822,0.0049541610710882,0.2459872215035485,-50.80832465921131,8.370132845908486,59.1784575051198,0.0249999999999985,-81.50098519500379,-89.32500000000013,11.674999999999873
6.665218505575767,59.20520560040036,5.5388781082397855,-80.99824254747298,427.7825904477483,439.16709010396033,92.91389708701016,0.0458799881806472,0.9007108821704023,-0.064018386784587,0.0002947154952353,-0.0660348503630571,0.7781401368732773,0.0380403106429383,0.2668139010772619,0.0366065168145186,0.1707631614349611,0.0,0.0060285809213365,-0.1871417347716531,0.0665615726870822,0.0049541610710882,0.2459872215035485,-49.65710726147569,4.190411373792024,53.84751863526771,0.0749999999999957,-81.40622512902671,-89.02500000000015,11.974999999999854
8.70404319540352,83.3346114592877,6.920058810132777,-80.82533476965634,574.3698646072888,682.1637023332689,83.57795309897223,0.0413937566569753,1.149757685234191,-0.0620212797290768,0.0007708151165393,-0.0472243599262465,0.6346047981394468,0.0356000932149297,0.3191350504799317,0.0515961329141891,0.1872235887989597,0.0,0.0081469463561509,-0.2298152731576833,0.0923225774704489,0.0066379455760162,0.3192217831268171,-46.655406004157065,-1.3965605676721426,45.258845436484926,0.0499999999999971,-80.30185793109993,-89.07500000000014,11.924999999999857
