Time,Voltage,Raw_Voltage
0.0165,-56.8341,-56.8138
0.01652,-56.8446,-56.8764
0.01654,-56.8563,-56.8764
0.01656,-56.8683,-56.8764
0.01658,-56.8797,-56.9077
0.0166,-56.8898,-56.9077
0.01662,-56.898,-56.9702
0.01664,-56.9043,-56.8451
0.01666,-56.9086,-56.8138
0.01668,-56.911,-56.9077
0.0167,-56.9119,-56.8451
0.01672,-56.9116,-56.9077
0.01674,-56.9106,-56.9077
0.01676,-56.9092,-56.9389
0.01678,-56.9077,-56.9702
0.0168,-56.9064,-56.9389
0.01682,-56.9055,-56.9389
0.01684,-56.9051,-56.9077
0.01686,-56.9054,-56.9077
0.01688,-56.9064,-56.9077
0.0169,-56.9082,-56.8451
0.01692,-56.9108,-56.8451
0.01694,-56.9144,-56.8764
0.01696,-56.9192,-56.8764
0.01698,-56.9253,-57.0328
0.017,-56.9328,-56.9702
0.01702,-56.9421,-56.9389
0.01704,-56.9532,-56.9702
0.01706,-56.9665,-56.9702
0.01708,-56.9821,-57.0328
0.0171,-57.0001,-56.9389
0.01712,-57.0207,-57.0015
0.01714,-57.0438,-57.0328
0.01716,-57.0693,-57.0328
0.01718,-57.0971,-57.1579
0.0172,-57.1268,-57.0954
0.01722,-57.1579,-57.1579
0.01724,-57.19,-57.2205
0.01726,-57.2223,-57.1892
0.01728,-57.2542,-57.2518
0.0173,-57.285,-57.2518
0.01732,-57.3142,-57.3769
0.01734,-57.3411,-57.3144
0.01736,-57.3655,-57.3769
0.01738,-57.3873,-57.3769
0.0174,-57.4064,-57.5021
0.01742,-57.4231,-57.4082
0.01744,-57.4378,-57.3769
0.01746,-57.451,-57.4082
0.01748,-57.4632,-57.5021
0.0175,-57.4748,-57.5021
0.01752,-57.4864,-57.4395
0.01754,-57.4983,-57.4708
0.01756,-57.5106,-57.5021
0.01758,-57.5234,-57.5959
0.0176,-57.5367,-57.5646
0.01762,-57.5502,-57.5021
0.01764,-57.5638,-57.5646
0.01766,-57.5772,-57.5646
0.01768,-57.5903,-57.5959
0.0177,-57.6032,-57.6272
0.01772,-57.6157,-57.5959
0.01774,-57.6282,-57.5959
0.01776,-57.6407,-57.6272
0.01778,-57.6534,-57.7524
0.0178,-57.6667,-57.7211
0.01782,-57.6806,-57.6585
0.01784,-57.6952,-57.6585
0.01786,-57.7103,-57.6898
0.01788,-57.7258,-57.6585
0.0179,-57.7414,-57.6898
0.01792,-57.7568,-57.7211
0.01794,-57.7716,-57.8462
0.01796,-57.7855,-57.8462
0.01798,-57.7983,-57.8149
0.018,-57.8099,-57.8462
0.01802,-57.8205,-57.8775
0.01804,-57.8302,-57.7524
0.01806,-57.8394,-57.8462
0.01808,-57.8482,-57.8149
0.0181,-57.857,-57.8149
0.01812,-57.866,-57.9088
0.01814,-57.8751,-57.8775
0.01816,-57.8843,-57.8775
0.01818,-57.8931,-57.9401
0.0182,-57.901,-57.8775
0.01822,-57.9073,-57.8149
0.01824,-57.9112,-57.9401
0.01826,-57.9121,-57.9088
0.01828,-57.9094,-57.9088
0.0183,-57.9026,-57.9088
0.01832,-57.8917,-57.9714
0.01834,-57.8767,-57.9088
0.01836,-57.8583,-57.8462
0.01838,-57.837,-57.7836
0.0184,-57.8136,-57.8462
0.01842,-57.7891,-57.7836
0.01844,-57.7644,-57.7836
0.01846,-57.74,-57.6898
0.01848,-57.7166,-57.7211
0.0185,-57.6943,-57.7211
0.01852,-57.6731,-57.5959
0.01854,-57.6525,-57.6272
0.01856,-57.6321,-57.6585
0.01858,-57.6111,-57.5646
0.0186,-57.5889,-57.6898
0.01862,-57.5648,-57.5959
0.01864,-57.5383,-57.5334
0.01866,-57.5092,-57.5334
0.01868,-57.4776,-57.4395
0.0187,-57.4436,-57.4708
0.01872,-57.408,-57.3769
0.01874,-57.3713,-57.4082
0.01876,-57.3344,-57.3456
0.01878,-57.2982,-57.2205
0.0188,-57.2634,-57.2518
0.01882,-57.2306,-57.1892
0.01884,-57.2005,-57.1892
0.01886,-57.1732,-57.2205
0.01888,-57.1489,-57.1579
0.0189,-57.1276,-57.1892
0.01892,-57.1089,-57.1267
0.01894,-57.0927,-57.0641
0.01896,-57.0785,-57.0641
0.01898,-57.0658,-57.0641
0.019,-57.0542,-57.0328
0.01902,-57.0433,-57.0954
0.01904,-57.0327,-57.0015
0.01906,-57.0218,-57.0328
0.01908,-57.0103,-57.0015
0.0191,-56.9979,-56.9702
0.01912,-56.9843,-56.9389
0.01914,-56.9692,-57.0015
0.01916,-56.9526,-57.0015
0.01918,-56.9342,-56.9389
0.0192,-56.9144,-56.8764
0.01922,-56.8933,-56.8451
0.01924,-56.8711,-56.9702
0.01926,-56.8484,-56.8138
0.01928,-56.8257,-56.8138
0.0193,-56.8037,-56.8764
0.01932,-56.7829,-56.7825
0.01934,-56.7641,-56.6887
0.01936,-56.7478,-56.6887
0.01938,-56.7344,-56.7512
0.0194,-56.7243,-56.8138
0.01942,-56.7177,-56.7199
0.01944,-56.7145,-56.6261
0.01946,-56.7145,-56.7199
0.01948,-56.7175,-56.7825
0.0195,-56.7227,-56.6887
0.01952,-56.7297,-56.6887
0.01954,-56.7375,-56.8138
0.01956,-56.7455,-56.8138
0.01958,-56.7527,-56.7512
0.0196,-56.7585,-56.6574
0.01962,-56.7623,-56.6887
0.01964,-56.7635,-56.7825
0.01966,-56.762,-56.8138
0.01968,-56.7577,-56.8138
0.0197,-56.7509,-56.6887
0.01972,-56.7421,-56.6887
0.01974,-56.732,-56.7512
0.01976,-56.7213,-56.7512
0.01978,-56.7111,-56.7825
0.0198,-56.7022,-56.7199
0.01982,-56.6956,-56.6574
0.01984,-56.6919,-56.6887
0.01986,-56.6915,-56.7199
0.01988,-56.6949,-56.7199
0.0199,-56.7018,-56.5948
0.01992,-56.7121,-56.6887
0.01994,-56.7253,-56.6574
0.01996,-56.7408,-56.7199
0.01998,-56.7578,-56.8138
0.02,-56.7756,-56.8451
