SteadyStateVoltage,Current,Cell_ID
-0.0837147,-100,P9_TeNT_12232024_S1C1
-0.0824616,-90,
-0.0812419,-80,
-0.0803738,-70,
-0.0791635,-60,
-0.0778461,-50,
-0.0770683,-40,
-0.0757938,-30,
-0.0742033,-20,
-0.0728229,-10,
-0.0713016,0,
-0.0697019,10,
-0.067878,20,
-0.0663017,30,
-0.0649101,40,
-0.0636959,50,
-0.0619581,60,
-0.0605627,70,
-0.05836,80,
-0.0577239,90,
-0.0548984,100,
-0.0538035,110,
-0.0522392,120,
