Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-85.139,0
-0.08,-83.166,0
-0.06,-80.908,0
-0.04,-78.299,0
-0.02,-75.288,0
0.0,-71.931,0
0.02,-68.487,0
0.04,-65.26,0
0.06,-62.375,0
0.08,-59.813,0
0.1,-57.531,0
0.12,-55.497,0
0.14,-53.702,0
0.16,-52.139,1
0.18,-50.79,1
0.2,-49.627,1
0.22,-48.617,1
0.24,-47.73,1
0.26,-46.943,1
0.28,-46.237,1
0.3,-45.596,1
0.32,-45.008,1
0.34,-44.466,1
0.36,-43.961,1
0.38,-43.488,1
