Parameter,Global_fit,Local_fit,Change
gna,181.89323788043913,181.89323788043913,0.0
gkht,399.13518490302033,399.13518490302033,0.0
gklt,34.85074227247986,34.85074227247986,0.0
gh,7.141504611546958,7.141504611546958,0.0
gka,32.78548215750043,32.78548215750043,0.0
gleak,8.670053273428232,8.670053273428232,0.0
stim_amp,0.22010087848428192,0.22010087848428192,0.0
cam,93.91285091165892,93.91285091165892,0.0
kam,0.028972103406645612,0.028972103406645612,0.0
cbm,5.20991798752247,5.20991798752247,0.0
kbm,-0.053203295036085896,-0.053203295036085896,0.0
