Parameter,Global_fit,Local_fit,Change
gna,187.85308450987904,187.85315724082426,7.273094522020074e-05
gkht,130.93606942068848,130.93605495172886,-1.4468959619762245e-05
gklt,27.756755755715634,27.75675573422251,-2.1493125501592658e-08
gh,12.351894459443233,12.351894469007782,9.564548264506811e-09
gka,116.32416094991555,116.32412287659585,-3.807331970051564e-05
gleak,4.741356418468787,4.741356414797372,-3.671415171879744e-09
stim_amp,0.20015947442634305,0.20015948992546334,1.5499120292750135e-08
cam,93.76701755272595,93.76702481346786,7.260741909931312e-06
kam,0.04427456051268818,0.044274557084338154,-3.428350027478988e-09
cbm,5.133478695590969,5.133478298085909,-3.97505059979153e-07
kbm,-0.04188107419498529,-0.04188107743799844,-3.2430131496896664e-09
