Mid_Current_nA,InputResistance_GOhm
-0.095,0.108
-0.08499999999999999,0.116
-0.07500000000000001,0.126
-0.065,0.137
-0.055,0.151
-0.045,0.166
-0.035,0.183
-0.025,0.201
-0.015,0.217
-0.005,0.228
0.005,0.231
0.015,0.225
0.025,0.214
0.035,0.202
0.045,0.189
0.055,0.175
0.065,0.161
0.07500000000000001,0.146
0.08499999999999999,0.131
0.095,0.117
0.10500000000000001,0.103
0.11499999999999999,-0.352
0.125,0.139
0.135,-0.076
0.14500000000000002,0.101
0.155,-0.013
0.165,0.115
0.175,0.022
0.185,0.092
0.195,0.014
0.20500000000000002,0.101
0.215,0.066
0.225,0.039
0.235,0.118
0.245,0.05
0.255,0.055
0.265,0.049
0.275,0.15
0.28500000000000003,0.036
0.295,0.103
0.305,0.124
0.315,0.026
0.325,0.025
0.335,0.025
0.345,0.024
0.355,0.023
0.365,0.023
0.375,0.022
0.385,0.022
0.395,0.021
0.405,0.021
0.415,0.02
0.425,0.02
0.435,0.02
0.445,0.019
0.455,0.019
0.46499999999999997,0.019
0.475,0.018
0.485,0.018
