Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-84.892,0
-0.09,-84.031,0
-0.08,-83.113,0
-0.07,-82.13,0
-0.06,-81.071,0
-0.05,-79.926,0
-0.04,-78.68,0
-0.03,-77.321,0
-0.02,-75.835,0
-0.01,-74.217,0
-0.0,-72.482,0
0.01,-70.67,0
0.02,-68.846,0
0.03,-67.072,0
0.04,-65.393,0
0.05,-63.827,0
0.06,-62.375,0
0.07,-61.029,0
0.08,-59.781,0
0.09,-58.617,0
0.1,-57.529,0
0.11,-56.507,0
0.12,-55.547,0
0.13,-54.643,0
0.14,-53.79,0
0.15,-52.986,0
0.16,-52.228,0
0.17,-51.515,0
0.18,-50.842,0
0.19,-50.208,0
0.2,-49.61,1
0.21,-49.046,1
0.22,-48.514,1
0.23,-48.01,1
0.24,-47.534,1
0.25,-47.081,1
0.26,-46.652,1
0.27,-46.243,1
0.28,-45.853,1
0.29,-45.48,1
0.3,-45.123,1
0.31,-44.781,1
0.32,-44.452,1
0.33,-44.135,1
0.34,-43.83,1
0.35,-43.536,1
0.36,-43.251,1
0.37,-42.975,1
0.38,-42.708,1
0.39,-42.448,1
0.4,-42.196,1
0.41,-41.951,1
0.42,-41.712,1
0.43,-41.479,1
0.44,-41.252,1
0.45,-41.03,1
0.46,-40.813,1
0.47,-40.6,1
0.48,-40.393,1
0.49,-40.189,1
