Parameter,Global_fit,Local_fit,Change
gna,183.64531468760464,183.64540017948133,8.549187668904779e-05
gkht,273.5507200403358,273.55059269505364,-0.00012734528218061314
gklt,15.807522472564548,15.807522457846888,-1.4717659979623932e-08
gh,20.738568050245426,20.73856806955416,1.9308732390754813e-08
gka,94.70893562400522,94.70889153442604,-4.408957917689804e-05
gleak,8.55778277468934,8.557782766721578,-7.967761561644693e-09
stim_amp,0.12004847960326598,0.12004848821889211,8.615626129193643e-09
cam,95.35924308650318,95.35925196496618,8.878462992356617e-06
kam,0.025940167139250805,0.02594016472408048,-2.415170324149285e-09
cbm,6.472821626853286,6.472821024198469,-6.026548176052415e-07
kbm,-0.05443177361242541,-0.054431778680318905,-5.0678934937486986e-09
