gna_opt,gkht_opt,gklt_opt,gh_opt,gka_opt,cam,kam,cbm,kbm,cah,kah,cbh,kbh,opt_stim,rest,peak,amp,threshold,latency,width,AHP
332.58,41.59,16.42,4.69,170.04,76.40,0.037,6.93,-0.043,0.00053,-0.0909,0.79,0.069,0.11,-74.38765441190321,23.41409762814865,58.6538128185788,-35.239715190430154,30.20000000000192,277.48,-76.31051995160159
