Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-83.856,0
-0.09,-82.771,0
-0.08,-81.615,0
-0.07,-80.379,0
-0.06,-79.054,0
-0.05,-77.632,0
-0.04,-76.105,0
-0.03,-74.469,0
-0.02,-72.729,0
-0.01,-70.895,0
-0.0,-68.989,0
0.01,-67.035,0
0.02,-65.057,0
0.03,-63.072,0
0.04,-61.093,0
0.05,-59.13,0
0.06,-57.198,0
0.07,-55.337,0
0.08,-53.606,0
0.09,-52.058,0
0.1,-50.72,0
0.11,-49.574,1
0.12,-48.59,2
0.13,-47.79,49
0.14,-46.645,52
0.15,-46.383,55
0.16,-44.816,56
0.17,-44.674,50
0.18,-44.642,4
0.19,-44.168,3
0.2,-43.726,3
0.21,-43.31,3
0.22,-42.916,2
0.23,-42.543,2
0.24,-42.188,2
0.25,-41.848,2
0.26,-41.522,2
0.27,-41.208,1
0.28,-40.905,1
0.29,-40.614,1
0.3,-40.331,1
0.31,-40.056,1
0.32,-39.79,1
0.33,-39.531,1
0.34,-39.278,1
0.35,-39.032,1
0.36,-38.791,1
0.37,-38.556,1
0.38,-38.326,1
0.39,-38.1,1
0.4,-37.879,1
0.41,-37.662,1
0.42,-37.448,1
0.43,-37.239,1
0.44,-37.033,1
0.45,-36.83,1
0.46,-36.63,1
0.47,-36.434,1
0.48,-36.24,1
0.49,-36.048,1
