Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-83.861,0
-0.09,-82.777,0
-0.08,-81.624,0
-0.07,-80.392,0
-0.06,-79.072,0
-0.05,-77.658,0
-0.04,-76.144,0
-0.03,-74.528,0
-0.02,-72.816,0
-0.01,-71.026,0
-0.0,-69.182,0
0.01,-67.314,0
0.02,-65.452,0
0.03,-63.617,0
0.04,-61.825,0
0.05,-60.089,0
0.06,-58.416,0
0.07,-56.815,0
0.08,-55.301,0
0.09,-53.889,0
0.1,-52.593,0
0.11,-51.418,0
0.12,-50.361,0
0.13,-49.414,0
0.14,-48.563,0
0.15,-47.795,0
0.16,-47.097,1
0.17,-46.46,1
0.18,-45.872,1
0.19,-45.328,1
0.2,-44.821,1
0.21,-44.346,1
0.22,-43.898,1
0.23,-43.475,1
0.24,-43.072,1
0.25,-42.689,1
0.26,-42.323,1
0.27,-41.971,1
0.28,-41.634,1
0.29,-41.308,1
0.3,-40.994,1
0.31,-40.69,1
0.32,-40.395,1
0.33,-40.108,1
0.34,-39.83,1
0.35,-39.559,1
0.36,-39.295,1
0.37,-39.037,1
0.38,-38.785,1
0.39,-38.538,1
0.4,-38.296,1
0.41,-38.059,1
0.42,-37.827,1
0.43,-37.599,1
0.44,-37.376,1
0.45,-37.155,1
0.46,-36.939,1
0.47,-36.725,1
0.48,-36.516,1
0.49,-36.309,1
