time_ms,exp_voltage_mV,sim_voltage_mV
11.46,-66.825043597681,-78.0223607687613
11.48,-66.79375846491057,-77.9355614250335
11.500000000000002,-66.7624733321401,-77.84959447840804
11.520000000000001,-66.60604766828786,-77.76443565377566
11.540000000000001,-66.51219226997651,-77.68006118853101
11.56,-66.29319634058336,-77.59644781334649
11.580000000000002,-66.199340942272,-77.51357273344733
11.600000000000001,-66.23062607504247,-77.43141361036663
11.620000000000001,-66.10548554396065,-77.34994854415854
11.64,-66.04291527841977,-77.26915605604947
11.66,-66.10548554396065,-77.18901507150636
11.680000000000001,-65.88648961456751,-77.10950490370207
11.700000000000001,-65.63620855240391,-77.03060523735816
11.72,-65.57363828686302,-76.95229611294536
11.74,-65.57363828686302,-76.87455792165782
11.760000000000002,-65.63620855240391,-76.79737138626625
11.780000000000001,-65.4484977557812,-76.72071753939804
11.8,-65.29207209192896,-76.64457770900647
11.82,-65.19821669361761,-76.56893350410341
11.840000000000002,-65.16693156084716,-76.49376680073856
11.860000000000001,-65.04179102976536,-76.41905972820686
11.880000000000003,-65.10436129530626,-76.3447946554664
11.9,-65.04179102976536,-76.27095417774902
11.920000000000002,-64.88536536591312,-76.19752110334557
11.940000000000001,-64.76022483483132,-76.1244784405486
11.96,-64.63508430374952,-76.05180938473426
11.98,-64.50994377266773,-75.97949730556569
12.0,-64.57251403820861,-75.9075257395833
12.020000000000001,-64.57251403820861,-75.83587838559663
12.040000000000001,-64.44737350712681,-75.76453907842655
12.06,-64.25966271050412,-75.6934917764444
12.08,-64.22837757773367,-75.6227205491394
12.100000000000001,-64.07195191388142,-75.55220956469708
12.120000000000001,-64.16580731219277,-75.48194307756881
12.140000000000002,-64.07195191388142,-75.41190541601281
12.16,-63.85295598448827,-75.34208096958601
12.180000000000001,-63.75910058617691,-75.27245417656542
12.200000000000001,-63.665245187865565,-75.203009511278
12.220000000000002,-63.79038571894736,-75.13373147131605
12.24,-63.63396005509511,-75.06460456461544
12.260000000000002,-63.414964125701964,-74.99561329637237
12.280000000000001,-63.414964125701964,-74.92674215710093
12.3,-63.383678992931515,-74.85797562746713
12.32,-63.383678992931515,-74.78929814454261
12.34,-63.13339793076791,-74.72069408785427
12.360000000000001,-62.97697226691567,-74.65214776513373
12.38,-62.88311686860432,-74.58364339773937
12.400000000000002,-62.88311686860432,-74.51516510571743
12.42,-62.78926147029297,-74.44669689246851
