Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-83.378,0
-0.09,-82.469,0
-0.08,-81.504,0
-0.07,-80.479,0
-0.06,-79.388,0
-0.05,-78.226,0
-0.04,-76.992,0
-0.03,-75.686,0
-0.02,-74.316,0
-0.01,-72.898,0
-0.0,-71.456,0
0.01,-70.02,0
0.02,-68.619,0
0.03,-67.273,0
0.04,-65.994,0
0.05,-64.789,0
0.06,-63.653,0
0.07,-62.584,0
0.08,-61.575,0
0.09,-60.62,0
0.1,-59.713,0
0.11,-58.848,0
0.12,-58.021,0
0.13,-57.229,0
0.14,-56.466,0
0.15,-55.731,0
0.16,-55.021,0
0.17,-54.336,0
0.18,-53.674,0
0.19,-53.033,0
0.2,-52.416,0
0.21,-51.819,0
0.22,-51.244,0
0.23,-50.691,0
0.24,-50.158,1
0.25,-49.648,1
0.26,-49.159,1
0.27,-48.69,1
0.28,-48.241,1
0.29,-47.812,1
