Parameter,Global_fit,Local_fit,Change
gna,208.93877920835678,208.93877920835678,0.0
gkht,196.7901756749384,196.7901756749384,0.0
gklt,6.944197429655798,6.944197429655798,0.0
gh,2.180021450519982,2.180021450519982,0.0
gka,24.29108086570205,24.29108086570205,0.0
gleak,8.843474640402373,8.843474640402373,0.0
stim_amp,0.07999308754963648,0.07999308754963648,0.0
cam,79.20939093927751,79.20939093927751,0.0
kam,0.03217291280323508,0.03217291280323508,0.0
cbm,7.906323716674297,7.906323716674297,0.0
kbm,-0.04473167981601259,-0.04473167981601259,0.0
